;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
841;NA;9.44;9.44;11.43;12.04;73;0319 A3_1_73
842;NA;8.75;8.75;10.83;11.49;74;0319 A3_1_74
843;NA;9.05;9.05;11.09;11.73;75;0319 A3_1_75
844;NA;12.19;12.19;14.13;14.45;76;0319 A3_1_76
845;NA;8.12;8.12;10.29;11;78;0319 A3_1_78
846;NA;8.65;8.65;10.74;11.41;79;0319 A3_1_79
847;NA;10.6;10.6;12.51;13;80;0319 A3_1_80
848;NA;6.75;6.75;9.17;9.97;82;0319 A3_1_82
849;NA;6.63;6.63;9.08;9.88;83.1;0319 A3_1_83.1
850;NA;6.63;6.63;9.08;9.88;84;0319 A3_1_84
851;NA;6.02;6.02;8.59;9.42;85;0319 A3_1_85
852;7;7;11.55;13.45;13.8;1;0319 A3_2_1
853;7.75;7.75;14.52;17;16.95;2;0319 A3_2_2
854;6.75;6.75;11.4;13.3;13.67;4;0319 A3_2_4
855;7.75;7.75;12.9;14.92;15.11;5;0319 A3_2_5
856;NA;8.33;8.33;10.47;11.13;6;0319 A3_2_6
857;NA;9.54;9.54;11.52;12.08;7;0319 A3_2_7
858;NA;8.75;8.75;10.83;11.46;11;0319 A3_2_11
859;6.5;6.5;12.58;14.57;14.79;12;0319 A3_2_12
860;NA;10;10;11.94;12.46;15.1;0319 A3_2_15.1
861;NA;7.9;7.9;10.11;10.8;15.2;0319 A3_2_15.2
862;NA;13.08;13.08;15.14;15.3;16;0319 A3_2_16
863;NA;11.91;11.91;13.83;14.14;17;0319 A3_2_17
864;NA;10.09;10.09;12.02;12.53;19;0319 A3_2_19
865;4;4;6.51;8.98;9.76;20;0319 A3_2_20
866;6;6;9.15;11.18;11.77;22;0319 A3_2_22
867;NA;14.2;14.2;16.55;16.55;25;0319 A3_2_25
868;NA;8.12;8.12;10.29;10.97;27;0319 A3_2_27
869;NA;8.44;8.44;10.56;11.21;31;0319 A3_2_31
870;NA;8.65;8.65;10.74;11.38;32;0319 A3_2_32
871;6;6;10.85;12.75;13.18;33;0319 A3_2_33
872;6.5;6.5;12.96;15;15.17;35;0319 A3_2_35
873;6;6;9.25;11.26;11.85;38;0319 A3_2_38
874;NA;10.35;10.35;12.27;12.75;40;0319 A3_2_40
875;NA;8.75;8.75;10.83;11.46;42;0319 A3_2_42
876;NA;7.57;7.57;9.84;10.55;44;0319 A3_2_44
877;5.75;5.75;10.43;12.35;12.82;45;0319 A3_2_45
878;6.25;6.25;11.4;13.3;13.67;48;0319 A3_2_48
879;NA;6.99;6.99;9.37;10.12;49;0319 A3_2_49
880;NA;6.39;6.39;8.88;9.67;50;0319 A3_2_50
881;NA;6.99;6.99;9.37;10.12;51;0319 A3_2_51
882;NA;8.33;8.33;10.47;11.13;52;0319 A3_2_52
883;NA;11.17;11.17;13.07;13.46;53;0319 A3_2_53
884;7;7;11.25;13.14;13.53;54;0319 A3_2_54
885;NA;7.34;7.34;9.65;10.38;58;0319 A3_2_58
886;6.5;6.5;11.84;13.76;14.07;60;0319 A3_2_60
887;NA;9.44;9.44;11.43;12;61;0319 A3_2_61
888;NA;6.75;6.75;9.17;9.94;62.1;0319 A3_2_62.1
889;NA;6.51;6.51;8.98;9.76;62.2;0319 A3_2_62.2
890;8;8;15.64;18.69;18.45;64;0319 A3_2_64
891;5.75;5.75;8.33;10.47;11.13;65;0319 A3_2_65
892;NA;16.46;16.46;20.13;19.95;1;0322 A2_075LCU_1
893;NA;14.25;14.25;16.62;16.78;2;0322 A2_075LCU_2
894;NA;14.96;14.96;17.62;17.68;3;0322 A2_075LCU_3
895;NA;13.48;13.48;15.62;15.79;85.1;0333 A2_1_85.1
896;NA;9.91;9.91;11.86;12.43;85.2;0333 A2_1_85.2
897;NA;6.14;6.14;8.69;9.53;85.3;0333 A2_1_85.3
898;NA;5.51;5.51;8.19;9.05;85.4;0333 A2_1_85.4
899;NA;13.48;13.48;15.62;15.79;86;0333 A2_1_86
900;NA;9.44;9.44;11.43;12.01;1;0336 A2_1_1
901;NA;9.63;9.63;11.6;12.16;2;0336 A2_1_2
902;18;18;17.28;21.79;21.28;3;0336 A2_1_3
903;NA;17.72;17.72;22.82;22.23;4;0336 A2_1_4
904;NA;6.02;6.02;8.59;9.4;5.1;0336 A2_1_5.1
905;NA;6.26;6.26;8.79;9.58;5.2;0336 A2_1_5.2
906;NA;14.34;14.34;16.75;16.73;8;0336 A2_1_8
907;NA;7.79;7.79;10.02;10.72;9;0336 A2_1_9
908;NA;14.52;14.52;17;16.95;10;0336 A2_1_10
909;NA;8.65;8.65;10.74;11.38;11;0336 A2_1_11
910;NA;6.75;6.75;9.17;9.94;12;0336 A2_1_12
911;NA;13.08;13.08;15.14;15.3;13;0336 A2_1_13
912;NA;10.69;10.69;12.59;13.04;15;0336 A2_1_15
913;15.75;15.75;14.29;16.68;16.67;17;0336 A2_1_17
914;13.75;13.75;13.36;15.48;15.61;19;0336 A2_1_19
915;NA;8.01;8.01;10.2;10.89;20;0336 A2_1_20
916;12.25;12.25;7.11;9.46;10.21;21;0336 A2_1_21
917;NA;12.71;12.71;14.71;14.92;22;0336 A2_1_22
918;NA;8.95;8.95;11;11.62;23;0336 A2_1_23
919;NA;16.38;16.38;19.97;19.61;25;0336 A2_1_25
920;NA;8.44;8.44;10.56;11.22;26;0336 A2_1_26
921;NA;14.29;14.29;16.68;16.67;27;0336 A2_1_27
922;NA;5.25;5.25;7.98;8.83;28;0336 A2_1_28
923;9.75;9.75;6.75;9.17;9.94;29;0336 A2_1_29
924;14.75;14.75;14.7;17.25;17.17;30;0336 A2_1_30
925;NA;7.45;7.45;9.74;10.47;31;0336 A2_1_31
926;15.25;15.25;16.55;20.29;19.9;32;0336 A2_1_32
927;10.5;10.5;4.46;7.35;8.23;33;0336 A2_1_33
928;NA;13.74;13.74;15.96;16.03;34;0336 A2_1_34
929;18;18;17.76;22.91;22.32;35;0336 A2_1_35
930;NA;10.26;10.26;12.19;12.68;36;0336 A2_1_36
931;NA;17.1;17.1;21.41;20.92;37;0336 A2_1_37
932;10.75;10.75;11.77;13.68;14.01;38.1;0336 A2_1_38.1
933;NA;6.26;6.26;8.79;9.58;38.2;0336 A2_1_38.2
934;12.75;12.75;13.13;15.21;15.36;40;0336 A2_1_40
935;7.25;7.25;4.72;7.56;8.43;41;0336 A2_1_41
936;15.5;15.5;16.71;20.6;20.18;42;0336 A2_1_42
937;13.75;13.75;14.15;16.49;16.5;43;0336 A2_1_43
938;NA;12.9;12.9;14.92;15.11;44;0336 A2_1_44
939;15.25;15.25;15.85;19.03;18.77;45;0336 A2_1_45
940;NA;6.26;6.26;8.79;9.58;46;0336 A2_1_46
941;NA;15.71;15.71;18.81;18.56;47;0336 A2_1_47
942;NA;15.31;15.31;18.17;17.99;48;0336 A2_1_48
943;12.25;12.25;13.19;15.28;15.42;49;0336 A2_1_49
944;NA;10.26;10.26;12.19;12.68;50;0336 A2_1_50
945;NA;10;10;11.94;12.46;51;0336 A2_1_51
946;10.5;10.5;8.54;10.65;11.3;52;0336 A2_1_52
947;NA;7.57;7.57;9.84;10.55;53;0336 A2_1_53
948;NA;12.39;12.39;14.35;14.6;55;0336 A2_1_55
949;NA;6.51;6.51;8.98;9.76;56;0336 A2_1_56
950;NA;6.02;6.02;8.59;9.4;57;0336 A2_1_57
951;NA;8.75;8.75;10.83;11.46;58;0336 A2_1_58
952;NA;4.32;4.32;7.25;8.12;59;0336 A2_1_59
953;16;16;15.61;18.63;18.41;60;0336 A2_1_60
954;9.25;9.25;9.91;11.86;12.38;62;0336 A2_1_62
955;12.5;12.5;13.85;16.09;16.15;63;0336 A2_1_63
956;NA;9.25;9.25;11.26;11.85;64;0336 A2_1_64
957;NA;4.99;4.99;7.77;8.63;65;0336 A2_1_65
958;15.25;15.25;16.23;19.7;19.37;66;0336 A2_1_66
959;NA;13.69;13.69;15.89;15.97;67;0336 A2_1_67
960;NA;11.01;11.01;12.91;13.32;68;0336 A2_1_68
961;NA;8.54;8.54;10.65;11.3;69;0336 A2_1_69
962;NA;13.42;13.42;15.55;15.67;70;0336 A2_1_70
963;NA;15;15;17.68;17.56;71;0336 A2_1_71
964;NA;11.91;11.91;13.83;14.14;72;0336 A2_1_72
965;NA;13.02;13.02;15.07;15.24;73;0336 A2_1_73
966;NA;12.71;12.71;14.71;14.92;74;0336 A2_1_74
967;NA;13.13;13.13;15.21;15.36;75;0336 A2_1_75
968;16;16;13.74;15.96;16.03;76;0336 A2_1_76
969;NA;15.16;15.16;17.93;17.77;77;0336 A2_1_77
970;NA;9.15;9.15;11.18;11.77;78;0336 A2_1_78
971;14.25;14.25;14.52;17;16.95;79;0336 A2_1_79
972;12.75;12.75;15.39;18.28;18.09;80;0336 A2_1_80
973;NA;9.05;9.05;11.09;11.7;81;0336 A2_1_81
974;NA;8.54;8.54;10.65;11.3;82;0336 A2_1_82
975;NA;8.44;8.44;10.56;11.22;83;0336 A2_1_83
976;NA;11.77;11.77;13.68;14.01;84;0336 A2_1_84
977;NA;10.09;10.09;12.02;12.53;85;0336 A2_1_85
978;NA;15.5;15.5;18.46;18.25;86;0336 A2_1_86
979;NA;18.09;18.09;23.73;23.1;87;0336 A2_1_87
980;NA;6.26;6.26;8.79;9.58;88;0336 A2_1_88
981;NA;14.29;14.29;16.68;16.67;89;0336 A2_1_89
982;NA;10;10;11.94;12.46;90;0336 A2_1_90
983;NA;7.57;7.57;9.84;10.55;91;0336 A2_1_91
984;NA;14.66;14.66;17.19;17.12;92;0336 A2_1_92
985;16.75;16.75;18.3;24.32;23.64;88;0336 A2_2_88
986;NA;6.26;6.26;8.79;9.57;89;0336 A2_2_89
987;NA;16.89;16.89;20.96;20.43;1;0336 A2_3_1
988;NA;9.25;9.25;11.26;11.81;3;0336 A2_3_3
989;14.75;14.75;10.09;12.02;12.49;4;0336 A2_3_4
990;NA;14.61;14.61;17.13;17;5;0336 A2_3_5
991;NA;8.23;8.23;10.38;11.01;6;0336 A2_3_6
992;11;11;6.75;9.17;9.91;7.1;0336 A2_3_7.1
993;NA;6.14;6.14;8.69;9.45;7.2;0336 A2_3_7.2
994;NA;10.35;10.35;12.27;12.7;8;0336 A2_3_8
995;NA;13.74;13.74;15.96;15.97;9;0336 A2_3_9
996;NA;11.48;11.48;13.38;13.69;11;0336 A2_3_11
997;NA;12.83;12.83;14.85;14.99;12;0336 A2_3_12
998;NA;16.78;16.78;20.75;20.25;13;0336 A2_3_13
999;NA;11.01;11.01;12.91;13.27;15;0336 A2_3_15
1000;15.5;15.5;11.17;13.07;13.41;16;0336 A2_3_16
1001;16.5;16.5;15.24;18.05;17.81;17;0336 A2_3_17
1002;NA;14.25;14.25;16.62;16.55;19;0336 A2_3_19
1003;15.5;15.5;14.39;16.81;16.72;20;0336 A2_3_20
1004;NA;11.17;11.17;13.07;13.41;21;0336 A2_3_21
1005;NA;5.38;5.38;8.08;8.89;22;0336 A2_3_22
1006;NA;9.81;9.81;11.77;12.26;23;0336 A2_3_23
1007;NA;5.89;5.89;8.49;9.27;24;0336 A2_3_24
1008;16;16;17.65;22.64;21.98;25;0336 A2_3_25
1009;16;16;15.64;18.69;18.39;26;0336 A2_3_26
1010;NA;4.32;4.32;7.25;8.09;27.1;0336 A2_3_27.1
1011;NA;4.32;4.32;7.25;8.09;27.2;0336 A2_3_27.2
1012;NA;11.4;11.4;13.3;13.62;28;0336 A2_3_28
1013;NA;13.58;13.58;15.76;15.79;29;0336 A2_3_29
1014;NA;18.55;18.55;25.03;24.27;30;0336 A2_3_30
1015;NA;10.09;10.09;12.02;12.49;31;0336 A2_3_31
1016;NA;14.15;14.15;16.49;16.43;32;0336 A2_3_32
1017;NA;6.39;6.39;8.88;9.64;33;0336 A2_3_33
1018;NA;10.85;10.85;12.75;13.13;34;0336 A2_3_34
1019;NA;13.69;13.69;15.89;15.91;37;0336 A2_3_37
1020;NA;10.35;10.35;12.27;12.7;38;0336 A2_3_38
1021;10.5;10.5;7.79;10.02;10.68;39;0336 A2_3_39
1022;NA;4.99;4.99;7.77;8.6;40;0336 A2_3_40
1023;NA;12.58;12.58;14.57;14.74;41;0336 A2_3_41
1024;NA;15.61;15.61;18.63;18.34;42;0336 A2_3_42
1025;NA;10;10;11.94;12.41;43;0336 A2_3_43
1026;NA;13.08;13.08;15.14;15.24;44;0336 A2_3_44
1027;NA;14.15;14.15;16.49;16.43;45;0336 A2_3_45
1028;NA;11.91;11.91;13.83;14.09;46;0336 A2_3_46
1029;NA;13.64;13.64;15.82;15.85;47;0336 A2_3_47
1030;NA;4.59;4.59;7.46;8.3;48;0336 A2_3_48
1031;NA;5.12;5.12;7.88;8.69;49;0336 A2_3_49
1032;NA;9.34;9.34;11.35;11.88;50;0336 A2_3_50
1033;NA;11.7;11.7;13.61;13.89;52;0336 A2_3_52
1034;NA;12.71;12.71;14.71;14.87;53;0336 A2_3_53
1035;NA;17.57;17.57;22.45;21.81;55;0336 A2_3_55
1036;16.5;16.5;18.1;23.78;23.06;57;0336 A2_3_57
1037;8.5;8.5;6.51;8.98;9.73;58;0336 A2_3_58
1038;NA;11.09;11.09;12.99;13.34;61;0336 A2_3_61
1039;NA;12.65;12.65;14.64;14.8;62;0336 A2_3_62
1040;NA;10.52;10.52;12.43;12.85;63;0336 A2_3_63
1041;14.5;14.5;8.33;10.47;11.09;64;0336 A2_3_64
1042;NA;8.23;8.23;10.38;11.01;65;0336 A2_3_65
1043;NA;7.11;7.11;9.46;10.17;66.1;0336 A2_3_66.1
1044;NA;6.99;6.99;9.37;10.08;66.2;0336 A2_3_66.2
1045;16;16;12.39;14.35;14.55;67;0336 A2_3_67
1046;15.25;15.25;14.61;17.13;17;68;0336 A2_3_68
1047;NA;11.4;11.4;13.3;13.62;69;0336 A2_3_69
1048;NA;14.2;14.2;16.55;16.49;70;0336 A2_3_70
1049;13.25;13.25;12.39;14.35;14.55;72;0336 A2_3_72
1050;NA;12.45;12.45;14.42;14.61;74;0336 A2_3_74
1051;NA;8.33;8.33;10.47;11.09;75;0336 A2_3_75
1052;NA;14.7;14.7;17.25;17.11;76;0336 A2_3_76
1053;9.25;9.25;7.11;9.46;10.17;77;0336 A2_3_77
1054;14.75;14.75;12.45;14.42;14.61;78;0336 A2_3_78
1055;NA;4.46;4.46;7.35;8.19;79;0336 A2_3_79
1056;NA;11.91;11.91;13.83;14.09;80;0336 A2_3_80
1057;NA;13.85;13.85;16.09;16.08;82;0336 A2_3_82
1058;NA;8.44;8.44;10.56;11.17;83;0336 A2_3_83
1059;16.5;16.5;16.57;20.34;19.87;84;0336 A2_3_84
1060;NA;12.71;12.71;14.71;14.87;86;0336 A2_3_86
1061;NA;13.25;13.25;15.35;15.43;1;0336 A2_4_1
1062;NA;14.48;14.48;16.94;16.83;2;0336 A2_4_2
1063;NA;7.34;7.34;9.65;10.34;3.1;0336 A2_4_3.1
1064;NA;4.99;4.99;7.77;8.6;3.2;0336 A2_4_3.2
1065;NA;9.25;9.25;11.26;11.81;4;0336 A2_4_4
1066;NA;4.99;4.99;7.77;8.6;5;0336 A2_4_5
1067;NA;8.85;8.85;10.92;11.49;6;0336 A2_4_6
1068;NA;10;10;11.94;12.41;7;0336 A2_4_7
1069;NA;12.83;12.83;14.85;14.99;8.1;0336 A2_4_8.1
1070;NA;12.77;12.77;14.78;14.93;8.2;0336 A2_4_8.2
1071;NA;12.32;12.32;14.28;14.48;9;0336 A2_4_9
1072;NA;14.75;14.75;17.31;17.16;10;0336 A2_4_10
1073;14.25;14.25;14.57;17.06;16.94;11;0336 A2_4_11
1074;NA;15.54;15.54;18.52;18.23;12;0336 A2_4_12
1075;13.5;13.5;16.46;20.13;19.68;13;0336 A2_4_13
1076;NA;17.94;17.94;23.35;22.65;14;0336 A2_4_14
1077;NA;5.51;5.51;8.19;8.98;15;0336 A2_4_15
1078;NA;7.34;7.34;9.65;10.34;17;0336 A2_4_17
1079;NA;12.58;12.58;14.57;14.74;18.1;0336 A2_4_18.1
1080;NA;9.34;9.34;11.35;11.88;18.2;0336 A2_4_18.2
1081;NA;15.68;15.68;18.75;18.44;19;0336 A2_4_19
1082;9.5;9.5;9.72;11.69;12.19;20;0336 A2_4_20
1083;NA;15.98;15.98;19.26;18.89;21;0336 A2_4_21
1084;16.52;16.52;16.81;20.81;20.29;22;0336 A2_4_22
1085;15.25;15.25;15.31;18.17;17.92;23;0336 A2_4_23
1086;6.25;6.25;4.46;7.35;8.19;27;0336 A2_4_27
1087;NA;12.12;12.12;14.06;14.29;28;0336 A2_4_28
1088;NA;13.64;13.64;15.82;15.85;29;0336 A2_4_29
1089;NA;16.71;16.71;20.6;20.1;30.1;0336 A2_4_30.1
1090;NA;13.13;13.13;15.21;15.3;32;0336 A2_4_32
1091;NA;11.17;11.17;13.07;13.41;33;0336 A2_4_33
1092;NA;4.46;4.46;7.35;8.19;34;0336 A2_4_34
1093;14.5;14.5;15.43;18.34;18.08;35;0336 A2_4_35
1094;5.7;5.7;11.09;12.99;13.34;36;0336 A2_4_36
1095;9;9;8.01;10.2;10.85;37;0336 A2_4_37
1096;7.75;7.75;8.33;10.47;11.09;38;0336 A2_4_38
1097;NA;12.05;12.05;13.98;14.22;39.1;0336 A2_4_39.1
1098;NA;4.59;4.59;7.46;8.3;39.2;0336 A2_4_39.2
1099;NA;13.02;13.02;15.07;15.18;40;0336 A2_4_40
1100;NA;4.59;4.59;7.46;8.3;41;0336 A2_4_41
1101;NA;13.53;13.53;15.69;15.73;43;0336 A2_4_43
1102;13;13;16.46;20.13;19.68;44;0336 A2_4_44
1103;NA;6.02;6.02;8.59;9.36;45;0336 A2_4_45
1104;NA;17.17;17.17;21.55;20.98;46;0336 A2_4_46
1105;NA;9.44;9.44;11.43;11.96;47;0336 A2_4_47
1106;15.25;15.25;18.07;23.69;22.98;48;0336 A2_4_48
1107;14;14;14.34;16.75;16.66;49;0336 A2_4_49
1108;NA;9.25;9.25;11.26;11.81;50;0336 A2_4_50
1109;14;14;11.62;13.53;13.82;51.1;0336 A2_4_51.1
1110;NA;4.72;4.72;7.56;8.4;51.2;0336 A2_4_51.2
1111;NA;12.52;12.52;14.5;14.49;1;0349 A2_1_1
1112;NA;7.79;7.79;10.02;10.54;3;0349 A2_1_3
1113;NA;5.51;5.51;8.19;8.87;6;0349 A2_1_6
1114;NA;15.75;15.75;18.86;18.3;7;0349 A2_1_7
1115;16;16;15.64;18.69;18.15;8;0349 A2_1_8
1116;17.5;17.5;15.28;18.11;17.63;9;0349 A2_1_9
1117;NA;11.17;11.17;13.07;13.24;13;0349 A2_1_13
1118;NA;9.34;9.34;11.35;11.73;14;0349 A2_1_14
1119;NA;13.08;13.08;15.14;15.04;15;0349 A2_1_15
1120;NA;12.19;12.19;14.13;14.17;16;0349 A2_1_16
1121;17;17;15.71;18.81;18.25;17;0349 A2_1_17
1122;NA;8.01;8.01;10.2;10.71;18;0349 A2_1_18
1123;NA;9.54;9.54;11.52;11.88;19;0349 A2_1_19
1124;NA;7.22;7.22;9.56;10.12;21;0349 A2_1_21
1125;15.25;15.25;14.39;16.81;16.5;25;0349 A2_1_25
1126;12.5;12.5;9.63;11.6;11.95;26;0349 A2_1_26
1127;NA;8.44;8.44;10.56;11.03;27;0349 A2_1_27
1128;11;11;8.44;10.56;11.03;28;0349 A2_1_28
1129;17.5;17.5;18.51;24.91;23.84;29;0349 A2_1_29
1130;NA;8.85;8.85;10.92;11.34;32;0349 A2_1_32
1131;18.5;18.5;17.59;22.5;21.57;34;0349 A2_1_34
1132;NA;10.85;10.85;12.75;12.96;35;0349 A2_1_35
1133;NA;12.77;12.77;14.78;14.74;37;0349 A2_1_37
1134;7.25;7.25;7.11;9.46;10.04;38;0349 A2_1_38
1135;NA;10.35;10.35;12.27;12.54;39;0349 A2_1_39
1136;NA;8.95;8.95;11;11.42;40;0349 A2_1_40
1137;17.5;17.5;14.39;16.81;16.5;41;0349 A2_1_41
1138;NA;14.43;14.43;16.87;16.56;42;0349 A2_1_42
1139;NA;8.23;8.23;10.38;10.87;43;0349 A2_1_43
1140;NA;11.84;11.84;13.76;13.84;44;0349 A2_1_44
1141;NA;9.63;9.63;11.6;11.95;45;0349 A2_1_45
1142;17.5;17.5;17.1;21.41;20.57;46;0349 A2_1_46
1143;NA;13.58;13.58;15.76;15.58;47;0349 A2_1_47
1144;NA;12.83;12.83;14.85;14.8;48;0349 A2_1_48
1145;NA;11.55;11.55;13.45;13.58;50;0349 A2_1_50
1146;NA;12.12;12.12;14.06;14.1;51;0349 A2_1_51
1147;NA;12.83;12.83;14.85;14.8;52;0349 A2_1_52
1148;NA;17.87;17.87;23.17;22.19;53;0349 A2_1_53
1149;NA;17.01;17.01;21.21;20.39;54;0349 A2_1_54
1150;NA;12.19;12.19;14.13;14.17;55;0349 A2_1_55
1151;NA;13.58;13.58;15.76;15.58;56;0349 A2_1_56
1152;9;9;7.9;10.11;10.62;58;0349 A2_1_58
1153;15.5;15.5;12.05;13.98;14.04;59;0349 A2_1_59
1154;17.5;17.5;16.07;19.43;18.8;60;0349 A2_1_60
1155;21;21;18.76;25.68;24.58;61;0349 A2_1_61
1156;NA;11.7;11.7;13.61;13.71;62;0349 A2_1_62
1157;13.5;13.5;17.28;21.79;20.92;63;0349 A2_1_63
1158;NA;11.25;11.25;13.14;13.31;64;0349 A2_1_64
1159;NA;17.01;17.01;21.21;20.39;69;0349 A2_1_69
1160;NA;8.44;8.44;10.56;11.03;70;0349 A2_1_70
1161;NA;11.91;11.91;13.83;13.91;71;0349 A2_1_71
1162;NA;15.98;15.98;19.26;18.65;73;0349 A2_1_73
1163;NA;12.52;12.52;14.5;14.49;74;0349 A2_1_74
1164;NA;10.35;10.35;12.27;12.54;76;0349 A2_1_76
1165;NA;14.39;14.39;16.81;16.5;77;0349 A2_1_77
1166;NA;11.32;11.32;13.22;13.38;78;0349 A2_1_78
1167;NA;9.72;9.72;11.69;12.03;79;0349 A2_1_79
1168;NA;9.54;9.54;11.52;11.88;81;0349 A2_1_81
1169;NA;11.84;11.84;13.76;13.84;82;0349 A2_1_82
1170;NA;14.66;14.66;17.19;16.83;83;0349 A2_1_83
1171;20.5;20.5;17.53;22.36;21.44;85;0349 A2_1_85
1172;14;14;18.2;24.03;22.75;1;0349 A2_2_1
1173;NA;15.85;15.85;19.03;18.26;2;0349 A2_2_2
1174;19;19;15.5;18.46;17.76;3;0349 A2_2_3
1175;15;15;16.29;19.81;18.94;4;0349 A2_2_4
1176;NA;16.89;16.89;20.96;19.95;5;0349 A2_2_5
1177;NA;8.12;8.12;10.29;10.67;6;0349 A2_2_6
1178;NA;13.42;13.42;15.55;15.24;8;0349 A2_2_8
1179;16.25;16.25;16.65;20.5;19.55;9;0349 A2_2_9
1180;12.5;12.5;8.01;10.2;10.59;10;0349 A2_2_10
1181;NA;6.75;6.75;9.17;9.67;11;0349 A2_2_11
1182;NA;8.44;8.44;10.56;10.91;12;0349 A2_2_12
1183;10.5;10.5;11.62;13.53;13.5;13;0349 A2_2_13
1184;NA;15.54;15.54;18.52;17.81;14;0349 A2_2_14
1185;10.5;10.5;10.35;12.27;12.41;15;0349 A2_2_15
1186;15.5;15.5;16.65;20.5;19.55;16;0349 A2_2_16
1187;NA;8.54;8.54;10.65;10.99;18;0349 A2_2_18
1188;13.5;13.5;15.64;18.69;17.96;19;0349 A2_2_19
1189;NA;7.57;7.57;9.84;10.27;20;0349 A2_2_20
1190;NA;11.91;11.91;13.83;13.76;22;0349 A2_2_22
1191;NA;10.26;10.26;12.19;12.34;23;0349 A2_2_23
1192;17.75;17.75;17.3;21.84;20.75;24;0349 A2_2_24
1193;NA;6.99;6.99;9.37;9.85;25;0349 A2_2_25
1194;NA;7.11;7.11;9.46;9.93;26;0349 A2_2_26
1195;NA;5.38;5.38;8.08;8.68;27;0349 A2_2_27
1196;NA;7.79;7.79;10.02;10.43;29;0349 A2_2_29
1197;NA;15.12;15.12;17.87;17.24;30;0349 A2_2_30
1198;NA;10.17;10.17;12.1;12.27;31;0349 A2_2_31
1199;NA;17.03;17.03;21.26;20.22;32;0349 A2_2_32
1200;NA;4.46;4.46;7.35;8;33;0349 A2_2_33
1201;NA;12.39;12.39;14.35;14.21;34;0349 A2_2_34
1202;NA;17.85;17.85;23.13;21.92;35;0349 A2_2_35
1203;NA;18.57;18.57;25.11;23.78;36;0349 A2_2_36
1204;NA;8.95;8.95;11;11.3;37;0349 A2_2_37
1205;NA;16.26;16.26;19.75;18.89;38;0349 A2_2_38
1206;NA;13.13;13.13;15.21;14.95;39;0349 A2_2_39
1207;NA;9.15;9.15;11.18;11.46;41;0349 A2_2_41
1208;13.75;13.75;13.69;15.89;15.54;42;0349 A2_2_42
1209;17;17;16.63;20.44;19.5;43;0349 A2_2_43
1210;NA;10.69;10.69;12.59;12.69;44;0349 A2_2_44
1211;NA;14.52;14.52;17;16.49;45;0349 A2_2_45
1212;NA;13.48;13.48;15.62;15.3;46;0349 A2_2_46
1213;NA;16.86;16.86;20.91;19.91;47;0349 A2_2_47
1214;NA;16.78;16.78;20.75;19.77;48;0349 A2_2_48
1215;NA;15.95;15.95;19.2;18.41;49;0349 A2_2_49
1216;NA;8.33;8.33;10.47;10.83;50;0349 A2_2_50
1217;NA;9.91;9.91;11.86;12.05;51;0349 A2_2_51
1218;NA;11.4;11.4;13.3;13.3;53;0349 A2_2_53
1219;NA;8.85;8.85;10.92;11.23;54;0349 A2_2_54
1220;NA;5.51;5.51;8.19;8.77;55;0349 A2_2_55
1221;NA;18.87;18.87;26.04;24.68;56;0349 A2_2_56
1222;NA;17.37;17.37;21.99;20.88;57;0349 A2_2_57
1223;NA;12.58;12.58;14.57;14.4;58;0349 A2_2_58
1224;NA;9.54;9.54;11.52;11.76;59;0349 A2_2_59
1225;NA;8.44;8.44;10.56;10.91;61;0349 A2_2_61
1226;NA;15.08;15.08;17.81;17.19;62;0349 A2_2_62
1227;NA;13.48;13.48;15.62;15.3;63;0349 A2_2_63
1228;NA;17.41;17.41;22.08;20.96;64;0349 A2_2_64
1229;7.5;7.5;8.44;10.56;10.91;65;0349 A2_2_65
1230;NA;12.45;12.45;14.42;14.27;66;0349 A2_2_66
1231;NA;10;10;11.94;12.12;67;0349 A2_2_67
1232;NA;11.4;11.4;13.3;13.3;68;0349 A2_2_68
1233;NA;11.84;11.84;13.76;14;5;0350 A2_2_5
1234;NA;14.66;14.66;17.19;17.03;6;0350 A2_2_6
1235;NA;4.19;4.19;7.14;7.98;7;0350 A2_2_7
1236;NA;16.32;16.32;19.86;19.41;8;0350 A2_2_8
1237;NA;11.55;11.55;13.45;13.73;9;0350 A2_2_9
1238;NA;14.92;14.92;17.56;17.36;10;0350 A2_2_10
1239;NA;8.12;8.12;10.29;10.91;11;0350 A2_2_11
1240;14.25;14.25;14.79;17.38;17.19;12;0350 A2_2_12
1241;NA;5.89;5.89;8.49;9.25;13;0350 A2_2_13
1242;NA;17.15;17.15;21.5;20.9;14;0350 A2_2_14
1243;NA;13.74;13.74;15.96;15.94;15;0350 A2_2_15
1244;13.5;13.5;13.9;16.16;16.12;16;0350 A2_2_16
1245;NA;11.55;11.55;13.45;13.73;17;0350 A2_2_17
1246;9.25;9.25;6.02;8.59;9.35;18;0350 A2_2_18
1247;NA;10.77;10.77;12.67;13.04;21;0350 A2_2_21
1248;NA;15.91;15.91;19.15;18.77;23;0350 A2_2_23
1249;NA;5.76;5.76;8.39;9.16;24.1;0350 A2_2_24.1
1250;NA;4.59;4.59;7.46;8.28;24.2;0350 A2_2_24.2
1251;NA;16.68;16.68;20.55;20.03;25;0350 A2_2_25
1252;NA;4.19;4.19;7.14;7.98;26;0350 A2_2_26
1253;13.5;13.5;13.58;15.76;15.76;28;0350 A2_2_28
