;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
2772;NA;13.42;13.42;15.55;13.36;4;5201 A1_003BAG_4
2773;NA;12.32;12.32;14.28;12.4;5;5201 A1_003BAG_5
2774;10;10;12.58;14.57;12.62;6;5201 A1_003BAG_6
2775;NA;12.77;12.77;14.78;12.78;7;5201 A1_003BAG_7
2776;10;10;16.63;20.44;17.09;8;5201 A1_003BAG_8
2777;NA;13.02;13.02;15.07;13;9;5201 A1_003BAG_9
2778;11.25;11.25;11.62;13.53;11.84;10;5201 A1_003BAG_10
2779;NA;13.36;13.36;15.48;13.31;11;5201 A1_003BAG_11
2780;15;15;12.58;14.57;12.62;12;5201 A1_003BAG_12
2781;12.5;12.5;15.31;18.17;15.34;17;5201 A1_003BAG_17
2782;14;14;14.57;17.06;14.51;18;5201 A1_003BAG_18
2783;NA;7.68;7.68;9.93;9.07;19;5201 A1_003BAG_19
2784;14.5;14.5;10.35;12.27;10.88;20;5201 A1_003BAG_20
2785;NA;10.69;10.69;12.59;11.12;21;5201 A1_003BAG_21
2786;NA;12.45;12.45;14.42;12.51;23;5201 A1_003BAG_23
2787;11.25;11.25;10.69;12.59;11.12;24;5201 A1_003BAG_24
2788;13;13;15.85;19.03;16.01;25;5201 A1_003BAG_25
2789;NA;14.1;14.1;16.42;14.02;26;5201 A1_003BAG_26
2790;NA;11.7;11.7;13.61;11.89;27;5201 A1_003BAG_27
2791;11.5;11.5;15.35;18.22;15.39;28;5201 A1_003BAG_28
2792;8.5;8.5;9.91;11.86;10.56;29;5201 A1_003BAG_29
2793;NA;14.96;14.96;17.62;14.93;30;5201 A1_003BAG_30
2794;NA;14.25;14.25;16.62;14.17;31;5201 A1_003BAG_31
2795;15;15;16.29;19.81;16.6;32;5201 A1_003BAG_32
2796;10;10;16.04;19.37;16.26;33;5201 A1_003BAG_33
2797;NA;12.58;12.58;14.57;12.62;34;5201 A1_003BAG_34
2798;NA;15.28;15.28;18.11;15.3;35;5201 A1_003BAG_35
2799;NA;14.1;14.1;16.42;14.02;36;5201 A1_003BAG_36
2800;NA;12.52;12.52;14.5;12.57;37;5201 A1_003BAG_37
2801;12;12;14.7;17.25;14.65;38;5201 A1_003BAG_38
2802;10;10;12.65;14.64;12.68;41;5201 A1_003BAG_41
2803;NA;12.12;12.12;14.06;12.23;43;5201 A1_003BAG_43
2804;NA;15.12;15.12;17.87;15.12;44;5201 A1_003BAG_44
2805;NA;13.36;13.36;15.48;13.31;46;5201 A1_003BAG_46
2806;NA;13.19;13.19;15.28;13.16;47;5201 A1_003BAG_47
2807;NA;15.85;15.85;19.03;16.01;48;5201 A1_003BAG_48
2808;NA;12.58;12.58;14.57;12.62;49;5201 A1_003BAG_49
2809;NA;13.25;13.25;15.35;13.21;50;5201 A1_003BAG_50
2810;11;11;17.28;21.79;18.15;53;5201 A1_003BAG_53
2811;NA;14.1;14.1;16.42;14.02;54;5201 A1_003BAG_54
2812;10.5;10.5;17.32;21.89;18.23;55;5201 A1_003BAG_55
2813;NA;14.39;14.39;16.81;14.31;56;5201 A1_003BAG_56
2814;NA;12.39;12.39;14.35;12.46;57;5201 A1_003BAG_57
2815;NA;14.39;14.39;16.81;14.31;58;5201 A1_003BAG_58
2816;NA;12.39;12.39;14.35;12.46;59;5201 A1_003BAG_59
2817;NA;11.91;11.91;13.83;12.07;60;5201 A1_003BAG_60
2818;NA;17.57;17.57;22.45;18.67;61;5201 A1_003BAG_61
2819;NA;13.13;13.13;15.21;13.1;62;5201 A1_003BAG_62
2820;NA;15.85;15.85;19.03;16.01;63;5201 A1_003BAG_63
2821;NA;13.25;13.25;15.35;13.21;65;5201 A1_003BAG_65
2822;13.5;13.5;14.1;16.42;13.94;1;5202 A1_005BAG_1
2823;11;11;11.7;13.61;11.82;2;5202 A1_005BAG_2
2824;NA;16.78;16.78;20.75;17.23;3;5202 A1_005BAG_3
2825;NA;16.11;16.11;19.48;16.25;4;5202 A1_005BAG_4
2826;NA;15.43;15.43;18.34;15.39;6;5202 A1_005BAG_6
2827;NA;12.32;12.32;14.28;12.33;7;5202 A1_005BAG_7
2828;13.5;13.5;16.14;19.54;16.3;8;5202 A1_005BAG_8
2829;NA;14.25;14.25;16.62;14.09;9;5202 A1_005BAG_9
2830;12;12;15.5;18.46;15.48;10;5202 A1_005BAG_10
2831;NA;10.26;10.26;12.19;10.75;11;5202 A1_005BAG_11
2832;NA;15.91;15.91;19.15;16;12;5202 A1_005BAG_12
2833;NA;14.52;14.52;17;14.37;14;5202 A1_005BAG_14
2834;12.5;12.5;16.57;20.34;16.91;15;5202 A1_005BAG_15
2835;NA;15.71;15.71;18.81;15.74;16;5202 A1_005BAG_16
2836;NA;12.58;12.58;14.57;12.55;17;5202 A1_005BAG_17
2837;NA;15.39;15.39;18.28;15.34;18;5202 A1_005BAG_18
2838;NA;14.1;14.1;16.42;13.94;19;5202 A1_005BAG_19
2839;14.5;14.5;14.1;16.42;13.94;20;5202 A1_005BAG_20
2840;NA;15.5;15.5;18.46;15.48;22;5202 A1_005BAG_22
2841;NA;15.57;15.57;18.58;15.56;23;5202 A1_005BAG_23
2842;NA;15.57;15.57;18.58;15.56;24;5202 A1_005BAG_24
2843;NA;12.58;12.58;14.57;12.55;25;5202 A1_005BAG_25
2844;NA;16.26;16.26;19.75;16.46;27;5202 A1_005BAG_27
2845;NA;14.52;14.52;17;14.37;28;5202 A1_005BAG_28
2846;NA;11.4;11.4;13.3;11.59;29;5202 A1_005BAG_29
2847;14;14;16.76;20.7;17.19;30;5202 A1_005BAG_30
2848;NA;14.25;14.25;16.62;14.09;33;5202 A1_005BAG_33
2849;12;12;15.12;17.87;15.03;35;5202 A1_005BAG_35
2850;NA;16.73;16.73;20.65;17.15;36;5202 A1_005BAG_36
2851;12.5;12.5;14.15;16.49;13.99;37;5202 A1_005BAG_37
2852;NA;14.05;14.05;16.36;13.89;38;5202 A1_005BAG_38
2853;NA;14;14;16.29;13.84;39;5202 A1_005BAG_39
2854;NA;15.2;15.2;17.99;15.12;40;5202 A1_005BAG_40
2855;NA;14.39;14.39;16.81;14.23;41;5202 A1_005BAG_41
2856;11;11;12.39;14.35;12.38;42;5202 A1_005BAG_42
2857;13.5;13.5;12.58;14.57;12.55;43;5202 A1_005BAG_43
2858;NA;13.53;13.53;15.69;13.39;45;5202 A1_005BAG_45
2859;NA;12.65;12.65;14.64;12.6;46;5202 A1_005BAG_46
2860;NA;15.35;15.35;18.22;15.3;47;5202 A1_005BAG_47
2861;15;15;15.57;18.58;15.56;48;5202 A1_005BAG_48
2862;8.5;8.5;13.19;15.28;13.08;49;5202 A1_005BAG_49
2863;NA;13.58;13.58;15.76;13.44;50;5202 A1_005BAG_50
2864;12;12;16.96;21.11;17.51;51;5202 A1_005BAG_51
2865;NA;12.58;12.58;14.57;12.55;52;5202 A1_005BAG_52
2866;14;14;16.23;19.7;16.42;53;5202 A1_005BAG_53
2867;12.5;12.5;17.01;21.21;17.59;55;5202 A1_005BAG_55
2868;NA;12.58;12.58;14.57;12.55;56;5202 A1_005BAG_56
2869;NA;14.87;14.87;17.5;14.75;57;5202 A1_005BAG_57
2870;NA;16.55;16.55;20.29;16.87;58;5202 A1_005BAG_58
2871;NA;15.81;15.81;18.98;15.87;60;5202 A1_005BAG_60
2872;NA;15.81;15.81;18.98;15.87;62;5202 A1_005BAG_62
2873;13;13;12.45;14.42;12.44;63;5202 A1_005BAG_63
2874;10.5;10.5;14.2;16.55;14.04;64;5202 A1_005BAG_64
2875;13.5;13.5;15.68;18.75;15.7;65;5202 A1_005BAG_65
2876;NA;15.04;15.04;17.74;14.94;66;5202 A1_005BAG_66
2877;NA;12.52;12.52;14.5;12.49;67;5202 A1_005BAG_67
2878;NA;14.39;14.39;16.81;14.23;68;5202 A1_005BAG_68
2879;NA;13.8;13.8;16.03;13.64;69;5202 A1_005BAG_69
2880;NA;14.57;14.57;17.06;14.42;70;5202 A1_005BAG_70
2881;12;12;13.8;16.03;13.64;71;5202 A1_005BAG_71
2882;NA;15.28;15.28;18.11;15.97;2;5203 A1_010BAG_2
2883;NA;16.07;16.07;19.43;17.03;3;5203 A1_010BAG_3
2884;6;6;8.95;11;10.35;6;5203 A1_010BAG_6
2885;11.5;11.5;15.95;19.2;16.85;7;5203 A1_010BAG_7
2886;NA;13.95;13.95;16.22;14.48;8;5203 A1_010BAG_8
2887;NA;14.92;14.92;17.56;15.54;9;5203 A1_010BAG_9
2888;NA;12.83;12.83;14.85;13.4;11;5203 A1_010BAG_11
2889;NA;15.68;15.68;18.75;16.48;13;5203 A1_010BAG_13
2890;NA;14.05;14.05;16.36;14.59;14;5203 A1_010BAG_14
2891;NA;16.14;16.14;19.54;17.11;15;5203 A1_010BAG_15
2892;NA;14.52;14.52;17;15.1;16;5203 A1_010BAG_16
2893;14.5;14.5;14.96;17.62;15.59;17;5203 A1_010BAG_17
2894;11.75;11.75;14.43;16.87;15;19;5203 A1_010BAG_19
2895;NA;14.05;14.05;16.36;14.59;21;5203 A1_010BAG_21
2896;11.25;11.25;16.04;19.37;16.98;22;5203 A1_010BAG_22
2897;12;12;15.46;18.4;16.21;23;5203 A1_010BAG_23
2898;NA;14.57;14.57;17.06;15.15;24;5203 A1_010BAG_24
2899;NA;14.83;14.83;17.44;15.44;31;5203 A1_010BAG_31
2900;NA;16.07;16.07;19.43;17.03;32;5203 A1_010BAG_32
2901;NA;15.2;15.2;17.99;15.88;34;5203 A1_010BAG_34
2902;13;13;15.78;18.92;16.62;35;5203 A1_010BAG_35
2903;NA;15.39;15.39;18.28;16.11;36;5203 A1_010BAG_36
2904;NA;15.78;15.78;18.92;16.62;37;5203 A1_010BAG_37
2905;9.25;9.25;14.29;16.68;14.84;38;5203 A1_010BAG_38
2906;12.5;12.5;15.68;18.75;16.48;40;5203 A1_010BAG_40
2907;NA;15.71;15.71;18.81;16.53;41;5203 A1_010BAG_41
2908;NA;14.25;14.25;16.62;14.79;42;5203 A1_010BAG_42
2909;NA;15.43;15.43;18.34;16.16;43;5203 A1_010BAG_43
2910;NA;13.9;13.9;16.16;14.43;44;5203 A1_010BAG_44
2911;NA;15.85;15.85;19.03;16.71;46;5203 A1_010BAG_46
2912;NA;14.92;14.92;17.56;15.54;47;5203 A1_010BAG_47
2913;12;12;15.78;18.92;16.62;48;5203 A1_010BAG_48
2914;NA;15.57;15.57;18.58;16.35;49;5203 A1_010BAG_49
2915;NA;14.25;14.25;16.62;14.79;50;5203 A1_010BAG_50
2916;NA;15.43;15.43;18.34;16.16;51;5203 A1_010BAG_51
2917;7.25;7.25;10.26;12.19;11.29;53;5203 A1_010BAG_53
2918;8;8;11.7;13.61;12.42;54;5203 A1_010BAG_54
2919;NA;14.52;14.52;17;15.1;55;5203 A1_010BAG_55
2920;15;15;17.01;21.21;18.47;56;5203 A1_010BAG_56
2921;10.5;10.5;16.26;19.75;17.29;58;5203 A1_010BAG_58
2922;NA;14.79;14.79;17.38;15.39;59;5203 A1_010BAG_59
2923;13;13;15.54;18.52;16.3;60;5203 A1_010BAG_60
2924;13.5;13.5;14;16.29;14.54;62;5203 A1_010BAG_62
2925;NA;15.2;15.2;17.99;15.88;64;5203 A1_010BAG_64
2926;NA;12.32;12.32;14.28;12.95;65;5203 A1_010BAG_65
2927;NA;10.85;10.85;12.75;11.74;66;5203 A1_010BAG_66
2928;NA;14.15;14.15;16.49;14.69;67;5203 A1_010BAG_67
2929;NA;11.84;11.84;13.76;12.54;68;5203 A1_010BAG_68
2930;NA;15.71;15.71;18.81;16.53;70;5203 A1_010BAG_70
2931;12.75;12.75;13.19;15.28;13.74;71;5203 A1_010BAG_71
2932;NA;15.16;15.16;17.93;15.83;72;5203 A1_010BAG_72
2933;NA;14.66;14.66;17.19;15.1;1;5204 A1_014BAG_1
2934;NA;14.48;14.48;16.94;14.9;2;5204 A1_014BAG_2
2935;NA;12.19;12.19;14.13;12.71;3;5204 A1_014BAG_3
2936;NA;14.83;14.83;17.44;15.3;4;5204 A1_014BAG_4
2937;NA;14.05;14.05;16.36;14.45;5;5204 A1_014BAG_5
2938;16.25;16.25;15.46;18.4;16.05;7;5204 A1_014BAG_7
2939;16.5;16.5;17.1;21.41;18.45;8;5204 A1_014BAG_8
2940;15;15;15.5;18.46;16.1;9;5204 A1_014BAG_9
2941;14.25;14.25;14.48;16.94;14.9;10;5204 A1_014BAG_10
2942;NA;13.9;13.9;16.16;14.29;11;5204 A1_014BAG_11
2943;NA;13.9;13.9;16.16;14.29;12;5204 A1_014BAG_12
2944;NA;13.9;13.9;16.16;14.29;13;5204 A1_014BAG_13
2945;NA;16.76;16.76;20.7;17.88;15;5204 A1_014BAG_15
2946;NA;16.17;16.17;19.59;16.99;17;5204 A1_014BAG_17
2947;11.75;11.75;13.31;15.41;13.71;18;5204 A1_014BAG_18
2948;14.5;14.5;14.34;16.75;14.75;19;5204 A1_014BAG_19
2949;13.25;13.25;13.25;15.35;13.66;20;5204 A1_014BAG_20
2950;13.5;13.5;14.39;16.81;14.8;21;5204 A1_014BAG_21
2951;NA;15.43;15.43;18.34;16.01;22;5204 A1_014BAG_22
2952;NA;15.28;15.28;18.11;15.82;23;5204 A1_014BAG_23
2953;NA;16.49;16.49;20.18;17.47;25;5204 A1_014BAG_25
2954;NA;14.83;14.83;17.44;15.3;26;5204 A1_014BAG_26
2955;13;13;12.32;14.28;12.82;27;5204 A1_014BAG_27
2956;NA;17.19;17.19;21.6;18.61;28;5204 A1_014BAG_28
2957;NA;13.13;13.13;15.21;13.55;32;5204 A1_014BAG_32
2958;NA;14.87;14.87;17.5;15.34;33;5204 A1_014BAG_33
2959;NA;16.32;16.32;19.86;17.21;34;5204 A1_014BAG_34
2960;NA;14.05;14.05;16.36;14.45;35;5204 A1_014BAG_35
2961;NA;16.71;16.71;20.6;17.8;36;5204 A1_014BAG_36
2962;NA;14.96;14.96;17.62;15.44;37;5204 A1_014BAG_37
2963;14;14;14.75;17.31;15.2;38;5204 A1_014BAG_38
2964;NA;14.34;14.34;16.75;14.75;39;5204 A1_014BAG_39
2965;NA;13.74;13.74;15.96;14.14;40;5204 A1_014BAG_40
2966;NA;16.68;16.68;20.55;17.76;42;5204 A1_014BAG_42
2967;NA;12.77;12.77;14.78;13.22;43;5204 A1_014BAG_43
2968;NA;16.2;16.2;19.64;17.04;44;5204 A1_014BAG_44
2969;NA;16.26;16.26;19.75;17.12;46;5204 A1_014BAG_46
2970;NA;14.29;14.29;16.68;14.7;47;5204 A1_014BAG_47
2971;14;14;15.75;18.86;16.42;48;5204 A1_014BAG_48
2972;16.5;16.5;11.77;13.68;12.36;49;5204 A1_014BAG_49
2973;16.5;16.5;16.63;20.44;17.68;50;5204 A1_014BAG_50
2974;7.4;7.4;11.84;13.76;12.42;51;5204 A1_014BAG_51
2975;14;14;15.81;18.98;16.51;52;5204 A1_014BAG_52
2976;10;10;10.52;12.43;11.21;1;5205 A1_016BAG_1
2977;NA;11.91;11.91;13.83;12.29;3;5205 A1_016BAG_3
2978;NA;14.7;14.7;17.25;14.93;5;5205 A1_016BAG_5
2979;NA;15.57;15.57;18.58;15.95;6;5205 A1_016BAG_6
2980;12.5;12.5;10.26;12.19;11.02;9;5205 A1_016BAG_9
2981;NA;16.04;16.04;19.37;16.57;10;5205 A1_016BAG_10
2982;10.5;10.5;12.58;14.57;12.86;14;5205 A1_016BAG_14
2983;16.5;16.5;14.25;16.62;14.44;16;5205 A1_016BAG_16
2984;NA;14.34;14.34;16.75;14.54;17;5205 A1_016BAG_17
2985;13.5;13.5;15.81;18.98;16.27;20;5205 A1_016BAG_20
2986;NA;13.31;13.31;15.41;13.51;21;5205 A1_016BAG_21
2987;NA;12.65;12.65;14.64;12.92;22;5205 A1_016BAG_22
2988;14;14;14.1;16.42;14.29;24;5205 A1_016BAG_24
2989;13;13;15.28;18.11;15.59;26;5205 A1_016BAG_26
2990;NA;6.75;6.75;9.17;8.64;28;5205 A1_016BAG_28
2991;NA;14.66;14.66;17.19;14.88;29;5205 A1_016BAG_29
2992;13;13;14.48;16.94;14.68;30;5205 A1_016BAG_30
2993;12.5;12.5;16.89;20.96;17.83;32;5205 A1_016BAG_32
2994;NA;14.96;14.96;17.62;15.21;33;5205 A1_016BAG_33
2995;14.5;14.5;14.25;16.62;14.44;34;5205 A1_016BAG_34
2996;NA;15.12;15.12;17.87;15.4;37;5205 A1_016BAG_37
2997;15;15;15;17.68;15.26;39;5205 A1_016BAG_39
2998;14;14;13.74;15.96;13.93;40;5205 A1_016BAG_40
2999;NA;12.77;12.77;14.78;13.03;41;5205 A1_016BAG_41
3000;NA;10.52;10.52;12.43;11.21;42;5205 A1_016BAG_42
3001;NA;10.6;10.6;12.51;11.27;44;5205 A1_016BAG_44
3002;NA;13.19;13.19;15.28;13.41;45;5205 A1_016BAG_45
3003;NA;11.7;11.7;13.61;12.12;46;5205 A1_016BAG_46
3004;NA;13.36;13.36;15.48;13.57;47;5205 A1_016BAG_47
3005;NA;10.85;10.85;12.75;11.46;49;5205 A1_016BAG_49
3006;NA;12.19;12.19;14.13;12.52;51;5205 A1_016BAG_51
3007;NA;13.64;13.64;15.82;13.83;52;5205 A1_016BAG_52
3008;NA;13.02;13.02;15.07;13.24;53;5205 A1_016BAG_53
3009;NA;13.19;13.19;15.28;13.41;54;5205 A1_016BAG_54
3010;NA;15.5;15.5;18.46;15.86;55;5205 A1_016BAG_55
3011;NA;13.36;13.36;15.48;13.57;57;5205 A1_016BAG_57
3012;NA;10.6;10.6;12.51;11.27;58;5205 A1_016BAG_58
3013;NA;15.64;15.64;18.69;16.04;60;5205 A1_016BAG_60
3014;NA;16.29;16.29;19.81;16.92;61;5205 A1_016BAG_61
3015;NA;12.45;12.45;14.42;13.47;1;5206 A1_020BAG_1
3016;NA;13.42;13.42;15.55;14.39;2;5206 A1_020BAG_2
3017;12.25;12.25;13.42;15.55;14.39;3;5206 A1_020BAG_3
3018;NA;14.39;14.39;16.81;15.41;4;5206 A1_020BAG_4
3019;9.75;9.75;13.31;15.41;14.28;5;5206 A1_020BAG_5
3020;NA;15.85;15.85;19.03;17.24;6;5206 A1_020BAG_6
3021;9.75;9.75;15.57;18.58;16.86;8;5206 A1_020BAG_8
3022;12.5;12.5;13.69;15.89;14.67;9;5206 A1_020BAG_9
3023;NA;14.34;14.34;16.75;15.36;11;5206 A1_020BAG_11
3024;7.75;7.75;12.05;13.98;13.11;12;5206 A1_020BAG_12
3025;NA;8.54;8.54;10.65;10.38;13;5206 A1_020BAG_13
3026;NA;12.12;12.12;14.06;13.17;14;5206 A1_020BAG_14
3027;NA;15.43;15.43;18.34;16.67;15;5206 A1_020BAG_15
3028;NA;11.62;11.62;13.53;12.75;16;5206 A1_020BAG_16
3029;NA;14.75;14.75;17.31;15.83;17;5206 A1_020BAG_17
3030;NA;13.74;13.74;15.96;14.72;18;5206 A1_020BAG_18
3031;NA;15.91;15.91;19.15;17.33;20;5206 A1_020BAG_20
3032;NA;16.17;16.17;19.59;17.7;21;5206 A1_020BAG_21
3033;NA;15.28;15.28;18.11;16.47;22;5206 A1_020BAG_22
3034;NA;15.75;15.75;18.86;17.1;24;5206 A1_020BAG_24
3035;NA;15.91;15.91;19.15;17.33;25;5206 A1_020BAG_25
3036;11;11;16.76;20.7;18.62;26;5206 A1_020BAG_26
3037;NA;16.2;16.2;19.64;17.74;27;5206 A1_020BAG_27
3038;NA;16.01;16.01;19.31;17.47;28;5206 A1_020BAG_28
3039;NA;15.85;15.85;19.03;17.24;29;5206 A1_020BAG_29
3040;10.75;10.75;15.43;18.34;16.67;30;5206 A1_020BAG_30
3041;9.5;9.5;15.39;18.28;16.62;32;5206 A1_020BAG_32
3042;10.25;10.25;17.47;22.22;19.91;34;5206 A1_020BAG_34
3043;NA;14.61;14.61;17.13;15.67;35;5206 A1_020BAG_35
3044;NA;15.5;15.5;18.46;16.76;37;5206 A1_020BAG_37
3045;NA;16.01;16.01;19.31;17.47;39;5206 A1_020BAG_39
3046;NA;14.1;14.1;16.42;15.1;40;5206 A1_020BAG_40
3047;NA;14.15;14.15;16.49;15.15;41;5206 A1_020BAG_41
3048;NA;10.17;10.17;12.1;11.58;42;5206 A1_020BAG_42
3049;9.5;9.5;16.55;20.29;18.28;44;5206 A1_020BAG_44
3050;NA;15.95;15.95;19.2;17.38;45;5206 A1_020BAG_45
3051;13.5;13.5;14.7;17.25;15.78;46;5206 A1_020BAG_46
3052;NA;15.43;15.43;18.34;16.67;47;5206 A1_020BAG_47
3053;8.75;8.75;16.6;20.39;18.36;49;5206 A1_020BAG_49
3054;NA;13.74;13.74;15.96;14.72;50;5206 A1_020BAG_50
3055;NA;11.91;11.91;13.83;12.99;52;5206 A1_020BAG_52
3056;11.25;11.25;15.88;19.09;17.28;54;5206 A1_020BAG_54
3057;11;11;15.98;19.26;17.42;56;5206 A1_020BAG_56
3058;NA;16.17;16.17;19.59;17.7;57;5206 A1_020BAG_57
3059;NA;12.65;12.65;14.64;13.65;59;5206 A1_020BAG_59
3060;NA;14.52;14.52;17;15.57;60;5206 A1_020BAG_60
3061;NA;16.52;16.52;20.23;18.23;61;5206 A1_020BAG_61
3062;NA;13.42;13.42;15.55;14.39;62;5206 A1_020BAG_62
3063;NA;15.71;15.71;18.81;17.05;63;5206 A1_020BAG_63
3064;11.25;11.25;15;17.68;16.13;64;5206 A1_020BAG_64
3065;10;10;14.43;16.87;15.47;66;5206 A1_020BAG_66
3066;NA;14.61;14.61;17.13;15.67;67;5206 A1_020BAG_67
3067;12;12;14.79;17.38;15.88;68;5206 A1_020BAG_68
