;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
121;10;10;13.57;12.67;11.88;10;0237 A3_206SJQ_10
122;NA;11.93;11.93;11.43;10.87;12.1;0237 A3_206SJQ_12.1
123;NA;11.4;11.4;11;10.52;12.2;0237 A3_206SJQ_12.2
124;8.5;8.5;12.47;11.86;11.22;13;0237 A3_206SJQ_13
125;NA;10.42;10.42;10.11;9.79;14;0237 A3_206SJQ_14
126;8.5;8.5;13.79;12.83;12.01;15;0237 A3_206SJQ_15
127;NA;10.07;10.07;9.74;9.48;16;0237 A3_206SJQ_16
128;10;10;13.01;12.27;11.55;17;0237 A3_206SJQ_17
129;NA;11.4;11.4;11;10.52;18;0237 A3_206SJQ_18
130;NA;12.03;12.03;11.52;10.94;19;0237 A3_206SJQ_19
131;NA;12.25;12.25;11.69;11.08;20;0237 A3_206SJQ_20
132;NA;10.24;10.24;9.93;9.64;21.1;0237 A3_206SJQ_21.1
133;NA;11.61;11.61;11.18;10.66;22;0237 A3_206SJQ_22
134;10;10;15.1;13.76;12.75;23;0237 A3_206SJQ_23
135;8;8;10.42;10.11;9.79;24;0237 A3_206SJQ_24
136;8;8;9.06;8.19;8.17;26;0237 A3_206SJQ_26
137;8.25;8.25;14.67;13.45;12.51;27;0237 A3_206SJQ_27
138;NA;13.57;13.57;12.67;11.88;28;0237 A3_206SJQ_28
139;NA;10.42;10.42;10.11;9.79;29;0237 A3_206SJQ_29
140;NA;11.93;11.93;11.43;10.87;30;0237 A3_206SJQ_30
141;7;7;9.4;8.88;8.76;31;0237 A3_206SJQ_31
142;9;9;15.21;13.83;12.81;32;0237 A3_206SJQ_32
143;8.5;8.5;11;10.65;10.23;33;0237 A3_206SJQ_33
144;NA;11.93;11.93;11.43;10.87;34;0237 A3_206SJQ_34
145;8;8;10.33;10.02;9.71;35;0237 A3_206SJQ_35
146;NA;13.01;13.01;12.27;11.55;36;0237 A3_206SJQ_36
147;10.75;10.75;12.47;11.86;11.22;36;0237 A3_206SJQ_36
148;8.5;8.5;13.46;12.59;11.81;37;0237 A3_206SJQ_37
149;NA;10.9;10.9;10.56;10.16;38;0237 A3_206SJQ_38
150;9.5;9.5;13.01;12.27;11.55;39;0237 A3_206SJQ_39
151;NA;12.79;12.79;12.1;11.42;40;0237 A3_206SJQ_40
152;NA;11.5;11.5;11.09;10.59;41;0237 A3_206SJQ_41
153;NA;13.79;13.79;12.83;12.01;42;0237 A3_206SJQ_42
154;NA;11.1;11.1;10.74;10.31;43;0237 A3_206SJQ_43
155;NA;13.57;13.57;12.67;11.88;44;0237 A3_206SJQ_44
156;NA;11.82;11.82;11.35;10.81;45;0237 A3_206SJQ_45
157;9;9;12.68;12.02;11.35;46;0237 A3_206SJQ_46
158;NA;11.82;11.82;11.35;10.81;47;0237 A3_206SJQ_47
159;NA;10.9;10.9;10.56;10.16;47;0237 A3_206SJQ_47
160;10.5;10.5;13.57;12.67;11.88;48;0237 A3_206SJQ_48
161;NA;13.01;13.01;12.27;11.55;49;0237 A3_206SJQ_49
162;NA;12.47;12.47;11.86;11.22;50;0237 A3_206SJQ_50
163;7.5;7.5;9.99;9.65;9.4;51;0237 A3_206SJQ_51
164;NA;11.82;11.82;11.35;10.81;52;0237 A3_206SJQ_52
165;6;6;8.96;7.56;7.64;53;0237 A3_206SJQ_53
166;NA;10.33;10.33;10.02;9.71;54;0237 A3_206SJQ_54
167;NA;14.67;14.67;13.45;12.51;56;0237 A3_206SJQ_56
168;8;8;10.9;10.56;10.16;56;0237 A3_206SJQ_56
169;NA;11.4;11.4;11;10.52;58;0237 A3_206SJQ_58
170;10.5;10.5;13.57;12.67;11.88;59;0237 A3_206SJQ_59
171;NA;12.47;12.47;11.86;11.22;60;0237 A3_206SJQ_60
172;10;10;13.9;12.91;12.07;61;0237 A3_206SJQ_61
173;NA;13.24;13.24;12.43;11.68;62;0237 A3_206SJQ_62
174;NA;12.68;12.68;12.02;11.35;63;0237 A3_206SJQ_63
175;10;10;13.79;12.83;12.01;64;0237 A3_206SJQ_64
176;NA;12.79;12.79;12.1;11.42;65;0237 A3_206SJQ_65
177;NA;13.01;13.01;12.27;11.55;66;0237 A3_206SJQ_66
178;NA;12.68;12.68;12.02;11.35;67;0237 A3_206SJQ_67
179;NA;12.36;12.36;11.77;11.27;1;0412 A2_1_1
180;NA;13.68;13.68;12.75;12.07;2;0412 A2_1_2
181;NA;9.4;9.4;8.88;8.86;3;0412 A2_1_3
182;NA;10.16;10.16;9.84;9.66;4;0412 A2_1_4
183;NA;9.29;9.29;8.69;8.69;5.1;0412 A2_1_5.1
184;NA;8.98;8.98;7.88;7.99;5.2;0412 A2_1_5.2
185;NA;11.82;11.82;11.35;10.92;6;0412 A2_1_6
186;NA;11.1;11.1;10.74;10.42;7;0412 A2_1_7
187;NA;9.29;9.29;8.69;8.69;9;0412 A2_1_9
188;NA;16.55;16.55;14.78;13.72;10;0412 A2_1_10
189;NA;10.42;10.42;10.11;9.89;11;0412 A2_1_11
190;NA;12.03;12.03;11.52;11.06;12;0412 A2_1_12
191;NA;10.42;10.42;10.11;9.89;13;0412 A2_1_13
192;NA;8.97;8.97;7.77;7.9;14;0412 A2_1_14
193;NA;9.91;9.91;9.56;9.43;15;0412 A2_1_15
194;NA;15.94;15.94;14.35;13.37;16;0412 A2_1_16
195;NA;11.2;11.2;10.83;10.49;17;0412 A2_1_17
196;NA;12.68;12.68;12.02;11.48;18;0412 A2_1_18
197;NA;12.68;12.68;12.02;11.48;19;0412 A2_1_19
198;16;16;17.85;15.76;14.51;20;0412 A2_1_20
199;NA;16.35;16.35;14.64;13.61;22;0412 A2_1_22
200;NA;14.12;14.12;13.07;12.33;24;0412 A2_1_24
201;14;14;16.04;14.42;13.43;26;0412 A2_1_26
202;12.5;12.5;11.93;11.43;10.99;27;0412 A2_1_27
203;16;16;16.94;15.07;13.95;28;0412 A2_1_28
204;14;14;16.25;14.57;13.55;29;0412 A2_1_29
205;NA;11.71;11.71;11.26;10.85;30;0412 A2_1_30
206;NA;13.79;13.79;12.83;12.14;31.1;0412 A2_1_31.1
207;NA;9.68;9.68;9.27;9.19;31.2;0412 A2_1_31.2
208;NA;8.96;8.96;7.56;7.72;31.3;0412 A2_1_31.3
209;NA;9.4;9.4;8.88;8.86;32;0412 A2_1_32
210;NA;12.03;12.03;11.52;11.06;33;0412 A2_1_33
211;13.5;13.5;12.9;12.19;11.61;34;0412 A2_1_34
212;NA;14.12;14.12;13.07;12.33;35;0412 A2_1_35
213;NA;9.04;9.04;7.14;7.34;36;0412 A2_1_36
214;NA;13.79;13.79;12.83;12.14;39;0412 A2_1_39
215;NA;9.14;9.14;8.39;8.43;40;0412 A2_1_40
216;13.5;13.5;13.68;12.75;12.07;41;0412 A2_1_41
217;13.5;13.5;13.12;12.35;11.74;42;0412 A2_1_42
218;NA;11.3;11.3;10.92;10.56;43;0412 A2_1_43
219;14;14;14.45;13.3;12.52;44;0412 A2_1_44
220;NA;11.82;11.82;11.35;10.92;45;0412 A2_1_45
221;NA;11.2;11.2;10.83;10.49;46.1;0412 A2_1_46.1
222;NA;9.14;9.14;8.39;8.43;46.2;0412 A2_1_46.2
223;NA;8.97;8.97;7.77;7.9;47;0412 A2_1_47
224;NA;13.01;13.01;12.27;11.68;49;0412 A2_1_49
225;NA;12.14;12.14;11.6;11.13;50;0412 A2_1_50
226;NA;15.52;15.52;14.06;13.13;51;0412 A2_1_51
227;NA;9.18;9.18;8.49;8.52;52;0412 A2_1_52
228;13;13;13.35;12.51;11.88;53;0412 A2_1_53
229;16.5;16.5;15.1;13.76;12.89;54;0412 A2_1_54
230;14.5;14.5;14.23;13.14;12.39;55;0412 A2_1_55
231;10;10;10.16;9.84;9.66;56;0412 A2_1_56
232;NA;13.57;13.57;12.67;12.01;57;0412 A2_1_57
233;NA;9.75;9.75;9.37;9.27;58;0412 A2_1_58
234;NA;8.98;8.98;7.88;7.99;59;0412 A2_1_59
235;15.5;15.5;13.79;12.83;12.14;60;0412 A2_1_60
236;NA;11.93;11.93;11.43;10.99;61;0412 A2_1_61
237;NA;14.34;14.34;13.22;12.46;62;0412 A2_1_62
238;NA;9.06;9.06;8.19;8.26;63;0412 A2_1_63
239;NA;12.14;12.14;11.6;11.13;64;0412 A2_1_64
240;NA;10.7;10.7;10.38;10.12;65;0412 A2_1_65
241;14;14;14.99;13.68;12.83;66;0412 A2_1_66
242;NA;11.4;11.4;11;10.64;67;0412 A2_1_67
243;13.5;13.5;15.52;14.06;13.13;68;0412 A2_1_68
244;8;8;9.47;8.98;8.94;69;0412 A2_1_69
245;13;13;14.12;13.07;12.33;70;0412 A2_1_70
246;NA;14.67;14.67;13.45;12.64;71.1;0412 A2_1_71.1
247;NA;9.06;9.06;8.19;8.26;71.2;0412 A2_1_71.2
248;14;14;13.46;12.59;11.94;72;0412 A2_1_72
249;NA;11.2;11.2;10.83;10.49;73;0412 A2_1_73
250;NA;10.52;10.52;10.2;9.97;74.1;0412 A2_1_74.1
251;NA;9.75;9.75;9.37;9.27;74.2;0412 A2_1_74.2
252;NA;9.01;9.01;7.25;7.44;74.3;0412 A2_1_74.3
253;NA;13.9;13.9;12.91;12.2;75;0412 A2_1_75
254;NA;14.34;14.34;13.22;12.46;76.1;0412 A2_1_76.1
255;NA;9.14;9.14;8.39;8.43;76.2;0412 A2_1_76.2
256;18;18;19.05;16.75;15.32;77;0412 A2_1_77
257;NA;11.4;11.4;11;10.64;78;0412 A2_1_78
258;NA;16.45;16.45;14.71;13.67;79;0412 A2_1_79
259;NA;14.67;14.67;13.45;12.64;80;0412 A2_1_80
260;NA;14.67;14.67;13.45;12.64;81;0412 A2_1_81
261;NA;8.96;8.96;7.56;7.72;82;0412 A2_1_82
262;18.5;18.5;16.94;15.07;13.95;83;0412 A2_1_83
263;NA;11.4;11.4;11;10.64;84;0412 A2_1_84
264;NA;9.47;9.47;8.98;8.94;85;0412 A2_1_85
265;NA;11.3;11.3;10.92;10.56;86;0412 A2_1_86
266;17;17;16.74;14.92;13.84;87;0412 A2_1_87
267;8.5;8.5;9.34;8.79;8.77;88;0412 A2_1_88
268;NA;13.12;13.12;12.35;11.74;89;0412 A2_1_89
269;NA;9.91;9.91;9.56;9.43;90;0412 A2_1_90
270;NA;15.52;15.52;14.06;13.13;92;0412 A2_1_92
271;NA;11.93;11.93;11.43;10.99;93;0412 A2_1_93
272;NA;12.03;12.03;11.52;11.06;94;0412 A2_1_94
273;NA;12.79;12.79;12.1;11.54;95;0412 A2_1_95
274;NA;9.6;9.6;9.17;9.1;96;0412 A2_1_96
275;NA;9.14;9.14;8.39;8.43;97;0412 A2_1_97
276;NA;11.4;11.4;11;10.64;98;0412 A2_1_98
277;NA;9.99;9.99;9.65;9.51;99;0412 A2_1_99
278;NA;10.16;10.16;9.84;9.66;1;0412 A2_2_1
279;14.5;14.5;15.52;14.06;13.13;2;0412 A2_2_2
280;NA;12.36;12.36;11.77;11.27;3;0412 A2_2_3
281;NA;10.61;10.61;10.29;10.04;4;0412 A2_2_4
282;NA;13.57;13.57;12.67;12;5;0412 A2_2_5
283;4.5;4.5;9.34;8.79;8.77;6;0412 A2_2_6
284;13.5;13.5;18.67;16.42;15.05;8;0412 A2_2_8
285;NA;13.35;13.35;12.51;11.87;10;0412 A2_2_10
286;NA;9.6;9.6;9.17;9.1;11;0412 A2_2_11
287;NA;10.61;10.61;10.29;10.04;12;0412 A2_2_12
288;10;10;11.1;10.74;10.42;13;0412 A2_2_13
289;NA;9.6;9.6;9.17;9.1;14;0412 A2_2_14
290;NA;9.75;9.75;9.37;9.26;15;0412 A2_2_15
291;17;17;16.74;14.92;13.83;16;0412 A2_2_16
292;NA;9.34;9.34;8.79;8.77;17;0412 A2_2_17
293;NA;9.34;9.34;8.79;8.77;18;0412 A2_2_18
294;NA;15.42;15.42;13.98;13.07;20;0412 A2_2_20
295;NA;11.4;11.4;11;10.63;21;0412 A2_2_21
296;NA;11.2;11.2;10.83;10.49;22;0412 A2_2_22
297;NA;11.4;11.4;11;10.63;23;0412 A2_2_23
298;NA;14.45;14.45;13.3;12.51;24;0412 A2_2_24
299;NA;9.1;9.1;8.29;8.34;25;0412 A2_2_25
300;8.5;8.5;13.9;12.91;12.2;26;0412 A2_2_26
301;NA;10.07;10.07;9.74;9.58;27;0412 A2_2_27
302;NA;9.4;9.4;8.88;8.85;28;0412 A2_2_28
303;15;15;13.46;12.59;11.94;29;0412 A2_2_29
304;NA;13.35;13.35;12.51;11.87;30;0412 A2_2_30
305;NA;14.56;14.56;13.38;12.58;31;0412 A2_2_31
306;NA;14.12;14.12;13.07;12.32;32;0412 A2_2_32
307;NA;10.9;10.9;10.56;10.27;33;0412 A2_2_33
308;NA;15.21;15.21;13.83;12.95;34;0412 A2_2_34
309;NA;11.1;11.1;10.74;10.42;35;0412 A2_2_35
310;12;12;10.24;9.93;9.74;37;0412 A2_2_37
311;NA;10.7;10.7;10.38;10.12;38;0412 A2_2_38
312;NA;9.4;9.4;8.88;8.85;39;0412 A2_2_39
313;NA;9.83;9.83;9.46;9.34;40;0412 A2_2_40
314;16;16;17.5;15.48;14.29;41;0412 A2_2_41
315;NA;12.03;12.03;11.52;11.06;42;0412 A2_2_42
316;NA;11.1;11.1;10.74;10.42;43;0412 A2_2_43
317;11;11;10.16;9.84;9.66;44;0412 A2_2_44
318;NA;13.46;13.46;12.59;11.94;45;0412 A2_2_45
319;NA;9.29;9.29;8.69;8.69;46;0412 A2_2_46
320;15;15;13.12;12.35;11.74;47;0412 A2_2_47
321;12;12;13.12;12.35;11.74;48;0412 A2_2_48
322;NA;9.83;9.83;9.46;9.34;49;0412 A2_2_49
323;9;9;9.29;8.69;8.69;50;0412 A2_2_50
324;9;9;9.1;8.29;8.34;51;0412 A2_2_51
325;NA;9.6;9.6;9.17;9.1;52;0412 A2_2_52
326;NA;10.7;10.7;10.38;10.12;53;0412 A2_2_53
327;NA;9.83;9.83;9.46;9.34;54;0412 A2_2_54
328;NA;8.96;8.96;7.67;7.81;55;0412 A2_2_55
329;NA;11.93;11.93;11.43;10.99;57;0412 A2_2_57
330;NA;9.99;9.99;9.65;9.5;58;0412 A2_2_58
331;NA;15.52;15.52;14.06;13.13;59;0412 A2_2_59
332;NA;10.61;10.61;10.29;10.04;60;0412 A2_2_60
333;11;11;8.96;7.67;7.81;61;0412 A2_2_61
334;13.5;13.5;12.25;11.69;11.2;62;0412 A2_2_62
335;10;10;10.16;9.84;9.66;64;0412 A2_2_64
336;NA;15.52;15.52;14.06;13.13;65;0412 A2_2_65
337;15;15;13.46;12.59;11.94;66;0412 A2_2_66
338;15;15;12.03;11.52;11.06;67;0412 A2_2_67
339;13;13;11;10.65;10.34;68;0412 A2_2_68
340;NA;11.93;11.93;11.43;10.99;69;0412 A2_2_69
341;NA;9.83;9.83;9.46;9.34;70;0412 A2_2_70
342;13;13;12.36;11.77;11.27;71;0412 A2_2_71
343;NA;9.4;9.4;8.88;8.85;72;0412 A2_2_72
344;15;15;13.12;12.35;11.74;73;0412 A2_2_73
345;NA;13.24;13.24;12.43;11.87;1;0412 A2_141COL_1
346;NA;10.9;10.9;10.56;10.32;2;0412 A2_141COL_2
347;NA;11.61;11.61;11.18;10.83;3;0412 A2_141COL_3
348;NA;8.97;8.97;7.77;7.94;4;0412 A2_141COL_4
349;NA;15.73;15.73;14.2;13.32;5;0412 A2_141COL_5
350;NA;11.5;11.5;11.09;10.76;6;0412 A2_141COL_6
351;NA;14.23;14.23;13.14;12.45;7;0412 A2_141COL_7
352;NA;11.93;11.93;11.43;11.05;8;0412 A2_141COL_8
353;NA;9.99;9.99;9.65;9.55;10;0412 A2_141COL_10
354;NA;12.79;12.79;12.1;11.6;11;0412 A2_141COL_11
355;NA;14.78;14.78;13.53;12.77;12;0412 A2_141COL_12
356;16;16;14.78;13.53;12.77;13;0412 A2_141COL_13
357;NA;12.36;12.36;11.77;11.32;14;0412 A2_141COL_14
358;17;17;16.74;14.92;13.91;15;0412 A2_141COL_15
359;NA;14.45;14.45;13.3;12.58;16;0412 A2_141COL_16
360;NA;11.3;11.3;10.92;10.62;17;0412 A2_141COL_17
361;NA;12.03;12.03;11.52;11.12;18;0412 A2_141COL_18
362;13.75;13.75;14.23;13.14;12.45;19;0412 A2_141COL_19
363;18;18;19.05;16.75;15.39;20;0412 A2_141COL_20
364;NA;13.35;13.35;12.51;11.93;21;0412 A2_141COL_21
365;NA;10.16;10.16;9.84;9.71;22;0412 A2_141COL_22
366;NA;10.61;10.61;10.29;10.09;23;0412 A2_141COL_23
367;NA;15.42;15.42;13.98;13.14;24;0412 A2_141COL_24
368;NA;11.5;11.5;11.09;10.76;25;0412 A2_141COL_25
369;16;16;15.73;14.2;13.32;26;0412 A2_141COL_26
370;NA;9.29;9.29;8.69;8.73;27;0412 A2_141COL_27
371;20;20;18.75;16.49;15.18;28;0412 A2_141COL_28
372;NA;11.93;11.93;11.43;11.05;29;0412 A2_141COL_29
373;NA;12.03;12.03;11.52;11.12;30;0412 A2_141COL_30
374;NA;13.01;13.01;12.27;11.73;31;0412 A2_141COL_31
375;NA;10.42;10.42;10.11;9.94;32;0412 A2_141COL_32
376;NA;10.07;10.07;9.74;9.63;33;0412 A2_141COL_33
377;17;17;16.35;14.64;13.67;34;0412 A2_141COL_34
378;NA;13.46;13.46;12.59;12;35;0412 A2_141COL_35
379;NA;12.47;12.47;11.86;11.39;36;0412 A2_141COL_36
380;NA;16.04;16.04;14.42;13.5;37;0412 A2_141COL_37
381;9;9;8.96;7.56;7.75;38;0412 A2_141COL_38
382;NA;13.12;13.12;12.35;11.8;39;0412 A2_141COL_39
383;NA;11.2;11.2;10.83;10.54;40;0412 A2_141COL_40
384;13.5;13.5;10.52;10.2;10.02;41;0412 A2_141COL_41
385;NA;14.88;14.88;13.61;12.83;42;0412 A2_141COL_42
386;15;15;17.13;15.21;14.13;43;0412 A2_141COL_43
387;13.5;13.5;14.23;13.14;12.45;44;0412 A2_141COL_44
388;12;12;12.36;11.77;11.32;45;0412 A2_141COL_45
389;NA;11.5;11.5;11.09;10.76;46;0412 A2_141COL_46
390;NA;13.57;13.57;12.67;12.06;47;0412 A2_141COL_47
391;NA;12.57;12.57;11.94;11.46;48;0412 A2_141COL_48
392;NA;10.7;10.7;10.38;10.17;49;0412 A2_141COL_49
393;NA;16.35;16.35;14.64;13.67;50;0412 A2_141COL_50
394;NA;14.88;14.88;13.61;12.83;51;0412 A2_141COL_51
395;NA;16.55;16.55;14.78;13.79;52;0412 A2_141COL_52
396;NA;14.88;14.88;13.61;12.83;53;0412 A2_141COL_53
397;NA;9.29;9.29;8.69;8.73;54;0412 A2_141COL_54
398;NA;12.25;12.25;11.69;11.26;55;0412 A2_141COL_55
399;NA;14.99;14.99;13.68;12.89;56;0412 A2_141COL_56
400;16.5;16.5;16.84;15;13.96;57;0412 A2_141COL_57
401;8.5;8.5;9.53;9.08;9.07;58;0412 A2_141COL_58
402;14;14;14.34;13.22;12.52;59;0412 A2_141COL_59
403;10;10;9.91;9.56;9.47;60;0412 A2_141COL_60
404;16.5;16.5;17.03;15.14;14.08;61;0412 A2_141COL_61
405;NA;12.57;12.57;11.94;11.46;62;0412 A2_141COL_62
406;NA;10.8;10.8;10.47;10.25;63;0412 A2_141COL_63
407;NA;13.57;13.57;12.67;12.06;64;0412 A2_141COL_64
408;NA;17.03;17.03;15.14;14.08;65;0412 A2_141COL_65
409;NA;12.57;12.57;11.94;11.23;1;0412 B2_1_1
410;14;14;13.01;12.27;11.5;2;0412 B2_1_2
411;9;9;8.96;7.56;7.6;3;0412 B2_1_3
412;NA;9;9;7.98;7.96;4;0412 B2_1_4
413;NA;13.57;13.57;12.67;11.82;5;0412 B2_1_5
414;NA;11.1;11.1;10.74;10.26;6;0412 B2_1_6
415;17;17;16.04;14.42;13.23;7;0412 B2_1_7
416;13.5;13.5;11.93;11.43;10.82;8;0412 B2_1_8
417;10;10;10.07;9.74;9.44;9;0412 B2_1_9
418;NA;9.4;9.4;8.88;8.72;10.1;0412 B2_1_10.1
419;10.5;10.5;10.52;10.2;9.82;11;0412 B2_1_11
420;13.5;13.5;14.78;13.53;12.51;12;0412 B2_1_12
421;NA;11.71;11.71;11.26;10.69;13;0412 B2_1_13
422;NA;13.35;13.35;12.51;11.69;14;0412 B2_1_14
423;NA;11.2;11.2;10.83;10.33;15;0412 B2_1_15
424;NA;9.99;9.99;9.65;9.36;16;0412 B2_1_16
425;10.5;10.5;14.12;13.07;12.14;17;0412 B2_1_17
426;NA;13.35;13.35;12.51;11.69;18;0412 B2_1_18
427;NA;13.24;13.24;12.43;11.63;19;0412 B2_1_19
428;NA;10.8;10.8;10.47;10.04;22;0412 B2_1_22
429;NA;9.04;9.04;7.14;7.23;23;0412 B2_1_23
430;NA;11.61;11.61;11.18;10.62;24;0412 B2_1_24
431;NA;10.42;10.42;10.11;9.74;25;0412 B2_1_25
432;NA;14.88;14.88;13.61;12.57;26;0412 B2_1_26
433;NA;9.06;9.06;8.19;8.13;27;0412 B2_1_27
434;NA;9.1;9.1;8.29;8.22;28;0412 B2_1_28
435;NA;11.71;11.71;11.26;10.69;29;0412 B2_1_29
436;NA;9.99;9.99;9.65;9.36;30.1;0412 B2_1_30.1
437;NA;9.18;9.18;8.49;8.39;30.2;0412 B2_1_30.2
438;NA;8.96;8.96;7.56;7.6;30.3;0412 B2_1_30.3
439;16.5;16.5;16.15;14.5;13.28;33;0412 B2_1_33
440;14.75;14.75;13.35;12.51;11.69;34;0412 B2_1_34
441;NA;11.93;11.93;11.43;10.82;35;0412 B2_1_35
442;NA;10.8;10.8;10.47;10.04;36;0412 B2_1_36
443;NA;11.2;11.2;10.83;10.33;37;0412 B2_1_37
444;18.5;18.5;14.56;13.38;12.39;38;0412 B2_1_38
445;NA;10.9;10.9;10.56;10.11;39;0412 B2_1_39
446;NA;8.96;8.96;7.67;7.69;40;0412 B2_1_40
447;NA;11.4;11.4;11;10.47;41;0412 B2_1_41
448;NA;10.42;10.42;10.11;9.74;42;0412 B2_1_42
449;NA;12.25;12.25;11.69;11.03;43;0412 B2_1_43
450;18.5;18.5;15.84;14.28;13.11;44;0412 B2_1_44
451;NA;11.5;11.5;11.09;10.54;45;0412 B2_1_45
452;NA;10.9;10.9;10.56;10.11;46;0412 B2_1_46
453;NA;15.94;15.94;14.35;13.17;47;0412 B2_1_47
454;NA;11.71;11.71;11.26;10.69;48;0412 B2_1_48
455;NA;11.4;11.4;11;10.47;49;0412 B2_1_49
456;NA;19.88;19.88;17.56;15.73;50;0412 B2_1_50
457;NA;9.01;9.01;7.25;7.32;51;0412 B2_1_51
458;NA;13.01;13.01;12.27;11.5;52;0412 B2_1_52
459;NA;13.01;13.01;12.27;11.5;53;0412 B2_1_53
460;NA;11;11;10.65;10.19;54;0412 B2_1_54
461;14.75;14.75;12.79;12.1;11.37;55;0412 B2_1_55
462;15;15;14.01;12.99;12.08;56;0412 B2_1_56
463;NA;14.67;14.67;13.45;12.45;57;0412 B2_1_57
464;20.5;20.5;16.04;14.42;13.23;58;0412 B2_1_58
465;NA;9.68;9.68;9.27;9.04;59.1;0412 B2_1_59.1
466;NA;8.98;8.98;7.88;7.87;59.2;0412 B2_1_59.2
467;NA;8.96;8.96;7.56;7.6;60.1;0412 B2_1_60.1
468;8;8;8.97;7.77;7.78;60.2;0412 B2_1_60.2
469;NA;11.82;11.82;11.35;10.75;61;0412 B2_1_61
470;10;10;11.4;11;10.47;62;0412 B2_1_62
471;NA;10.9;10.9;10.56;10.11;63;0412 B2_1_63
472;NA;14.45;14.45;13.3;12.33;64;0412 B2_1_64
473;NA;9.99;9.99;9.65;9.36;65;0412 B2_1_65
474;NA;13.57;13.57;12.67;11.82;66;0412 B2_1_66
475;17.5;17.5;16.15;14.5;13.28;67;0412 B2_1_67
476;NA;11.4;11.4;11;10.47;68;0412 B2_1_68
477;NA;13.57;13.57;12.67;11.82;69;0412 B2_1_69
478;NA;12.03;12.03;11.52;10.89;70;0412 B2_1_70
479;NA;10.16;10.16;9.84;9.51;71;0412 B2_1_71
480;NA;10.61;10.61;10.29;9.89;72;0412 B2_1_72
481;NA;10.42;10.42;10.11;9.74;73;0412 B2_1_73
482;NA;11.93;11.93;11.43;10.82;74;0412 B2_1_74
483;NA;10.52;10.52;10.2;9.82;75;0412 B2_1_75
484;17.5;17.5;15.84;14.28;13.11;76;0412 B2_1_76
485;NA;11.93;11.93;11.43;10.82;77;0412 B2_1_77
486;NA;9.99;9.99;9.65;9.36;78;0412 B2_1_78
487;NA;11.93;11.93;11.43;10.82;79;0412 B2_1_79
488;NA;12.25;12.25;11.69;11.03;80;0412 B2_1_80
489;17.5;17.5;17.13;15.21;13.85;81;0412 B2_1_81
490;NA;11.4;11.4;11;10.07;1;0600 B2_010IBA_1
491;16;16;21.14;19.48;16.62;2;0600 B2_010IBA_2
492;17;17;18.36;16.16;14.05;3;0600 B2_010IBA_3
493;NA;12.68;12.68;12.02;10.87;4;0600 B2_010IBA_4
494;13;13;15.21;13.83;12.27;5;0600 B2_010IBA_5
495;NA;17.68;17.68;15.62;13.64;6;0600 B2_010IBA_6
496;13;13;16.15;14.5;12.78;7;0600 B2_010IBA_7
497;11;11;11.2;10.83;9.94;8;0600 B2_010IBA_8
498;12;12;12.68;12.02;10.87;9;0600 B2_010IBA_9
499;14;14;16.04;14.42;12.72;10;0600 B2_010IBA_10
500;NA;9.18;9.18;8.49;8.07;11;0600 B2_010IBA_11
501;8.5;8.5;9.99;9.65;9;12;0600 B2_010IBA_12
502;10.5;10.5;11.2;10.83;9.94;13;0600 B2_010IBA_13
503;NA;16.55;16.55;14.78;13;14;0600 B2_010IBA_14
504;13;13;15.52;14.06;12.44;15;0600 B2_010IBA_15
505;13;13;12.79;12.1;10.93;16;0600 B2_010IBA_16
506;9.5;9.5;10.61;10.29;9.51;17;0600 B2_010IBA_17
507;NA;15.52;15.52;14.06;12.44;18;0600 B2_010IBA_18
508;NA;10.16;10.16;9.84;9.15;19;0600 B2_010IBA_19
509;15.5;15.5;19.94;17.62;15.18;20;0600 B2_010IBA_20
510;NA;12.79;12.79;12.1;10.93;21;0600 B2_010IBA_21
511;NA;18.28;18.28;16.09;14;22;0600 B2_010IBA_22
512;NA;13.57;13.57;12.67;11.37;23;0600 B2_010IBA_23
513;NA;12.47;12.47;11.86;10.74;24;0600 B2_010IBA_24
514;NA;13.68;13.68;12.75;11.43;25;0600 B2_010IBA_25
515;NA;15.73;15.73;14.2;12.55;26;0600 B2_010IBA_26
516;NA;8.97;8.97;7.77;7.48;27;0600 B2_010IBA_27
517;NA;12.14;12.14;11.6;10.54;28;0600 B2_010IBA_28
518;NA;11.2;11.2;10.83;9.94;29;0600 B2_010IBA_29
519;NA;16.84;16.84;15;13.16;30;0600 B2_010IBA_30
520;16.5;16.5;18.83;16.55;14.35;31;0600 B2_010IBA_31
521;NA;15.84;15.84;14.28;12.61;32;0600 B2_010IBA_32
522;NA;14.12;14.12;13.07;11.68;33;0600 B2_010IBA_33
523;NA;14.67;14.67;13.45;11.97;34;0600 B2_010IBA_34
524;NA;13.01;13.01;12.27;11.06;35;0600 B2_010IBA_35
525;NA;16.15;16.15;14.5;12.78;36;0600 B2_010IBA_36
526;NA;12.79;12.79;12.1;10.93;37;0600 B2_010IBA_37
527;NA;10.8;10.8;10.47;9.66;38;0600 B2_010IBA_38
528;NA;9.1;9.1;8.29;7.9;39;0600 B2_010IBA_39
529;NA;17.94;17.94;15.82;13.8;40;0600 B2_010IBA_40
530;NA;9.53;9.53;9.08;8.26;1;0800 A3_021SAM_1
531;NA;14.99;14.99;13.68;11.74;4.1;0800 A3_021SAM_4.1
