;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
1;19.3;19.3;14.97;21.06;19.3;1;0101 A2_1_1
2;20.02;20.02;15.8;21.89;20.02;3;0101 A2_1_3
3;18.69;18.69;14.27;20.34;18.69;4;0101 A2_1_4
4;18.82;18.82;14.42;20.5;18.82;5;0101 A2_1_5
5;14.25;14.25;9.94;15.62;14.74;6;0101 A2_1_6
6;13.75;13.75;8.73;14.2;13.56;7;0101 A2_1_7
7;16;16;16.97;23.04;21.03;8;0101 A2_1_8
8;17.1;17.1;12.49;18.46;17.1;9;0101 A2_1_9
9;17.1;17.1;12.49;18.46;17.1;10;0101 A2_1_10
10;19.26;19.26;14.92;21.01;19.26;11;0101 A2_1_11
11;17.75;17.75;17.56;23.61;21.53;12;0101 A2_1_12
12;16.85;16.85;12.22;18.17;16.85;14;0101 A2_1_14
13;17.15;17.15;12.54;18.52;17.15;15;0101 A2_1_15
14;18.51;18.51;14.06;20.13;18.51;16;0101 A2_1_16
15;16.5;16.5;15.26;21.36;19.56;17;0101 A2_1_17
16;18.28;18.28;13.81;19.86;18.28;18;0101 A2_1_18
17;16.25;16.25;14.47;20.55;18.86;19;0101 A2_1_19
18;17.77;17.77;13.23;19.26;17.77;20;0101 A2_1_20
19;15.07;15.07;10.3;16.03;15.07;21;0101 A2_1_21
20;9.3;9.3;6.07;10.92;10.81;22;0101 A2_1_22
21;20.19;20.19;15.99;22.08;20.19;23;0101 A2_1_23
22;19.17;19.17;14.82;20.91;19.17;24;0101 A2_1_24
23;20.19;20.19;15.99;22.08;20.19;25;0101 A2_1_25
24;20.23;20.23;16.03;22.13;20.23;27;0101 A2_1_27
25;20.63;20.63;16.51;22.59;20.63;28;0101 A2_1_28
26;17.29;17.29;12.7;18.69;17.29;30;0101 A2_1_30
27;18.91;18.91;14.52;20.6;18.91;31;0101 A2_1_31
28;16.7;16.7;12.05;17.99;16.7;32;0101 A2_1_32
29;19.52;19.52;15.21;21.31;19.52;33;0101 A2_1_33
30;15.72;15.72;10.99;16.81;15.72;34;0101 A2_1_34
31;16;16;15.65;21.75;19.9;35;0101 A2_1_35
32;20.27;20.27;16.08;22.17;20.27;36;0101 A2_1_36
33;17.77;17.77;13.23;19.26;17.77;38;0101 A2_1_38
34;16.95;16.95;12.33;18.28;16.95;39;0101 A2_1_39
35;16.55;16.55;11.89;17.81;16.55;40;0101 A2_1_40
36;18.91;18.91;14.52;20.6;18.91;41;0101 A2_1_41
37;15.4;15.4;10.65;16.42;15.4;42;0101 A2_1_42
38;17.1;17.1;12.49;18.46;17.1;43;0101 A2_1_43
39;18.6;18.6;14.17;20.23;18.6;44;0101 A2_1_44
40;17.05;17.05;12.43;18.4;17.05;45;0101 A2_1_45
41;18;18;13.5;19.54;18;46;0101 A2_1_46
42;18.46;18.46;14.01;20.08;18.46;47;0101 A2_1_47
43;18.69;18.69;14.27;20.34;18.69;48;0101 A2_1_48
44;17.25;17.25;12.65;18.63;17.25;49;0101 A2_1_49
45;16.5;16.5;11.83;17.74;16.5;50;0101 A2_1_50
46;16;16;18.23;24.23;22.1;51;0101 A2_1_51
47;16;16;13.55;19.59;18.05;52;0101 A2_1_52
48;19.34;19.34;15.02;21.11;19.34;53;0101 A2_1_53
49;17.34;17.34;12.76;18.75;17.34;54;0101 A2_1_54
50;19.73;19.73;15.46;21.55;19.73;55;0101 A2_1_55
51;16.26;16.26;13.55;19.59;18.05;56;0101 A2_1_56
52;20.06;20.06;15.84;21.94;20.06;57;0101 A2_1_57
53;19.3;19.3;14.97;21.06;19.3;58;0101 A2_1_58
54;15.75;15.75;10.12;15.82;14.9;59;0101 A2_1_59
55;19.77;19.77;15.51;21.6;19.77;60;0101 A2_1_60
56;15;15;14.37;20.44;18.78;61;0101 A2_1_61
57;19.85;19.85;15.6;21.7;19.85;62;0101 A2_1_62
58;16.85;16.85;12.22;18.17;16.85;63;0101 A2_1_63
59;17.15;17.15;12.54;18.52;17.15;64;0101 A2_1_64
60;17.53;17.53;12.97;18.98;17.53;65;0101 A2_1_65
61;19.34;19.34;15.02;21.11;19.34;66;0101 A2_1_66
62;18.64;18.64;14.22;20.29;18.64;67;0101 A2_1_67
63;13.25;13.25;10.18;15.89;14.96;68;0101 A2_1_68
64;19.04;19.04;14.67;20.75;19.04;69;0101 A2_1_69
65;17.53;17.53;12.97;18.98;17.53;70;0101 A2_1_70
66;17.05;17.05;12.43;18.4;17.05;71;0101 A2_1_71
67;15.25;15.25;14.37;20.44;18.73;1;0101 A2_2_1
68;22.31;22.31;18.54;24.52;22.31;2;0101 A2_2_2
69;14.13;14.13;9.34;14.92;14.13;3;0101 A2_2_3
70;19.17;19.17;14.87;20.96;19.17;4;0101 A2_2_4
71;18.06;18.06;13.6;19.64;18.06;5;0101 A2_2_5
72;13.41;13.41;8.61;14.06;13.41;6;0101 A2_2_6
73;18.38;18.38;13.96;20.02;18.38;7;0101 A2_2_7
74;19.17;19.17;14.87;20.96;19.17;8;0101 A2_2_8
75;15.95;15.95;11.27;17.13;15.95;9;0101 A2_2_9
76;17.92;17.92;13.44;19.48;17.92;10;0101 A2_2_10
77;17.68;17.68;13.18;19.2;17.68;11;0101 A2_2_11
78;13.16;13.16;8.36;13.76;13.16;12;0101 A2_2_12
79;18.19;18.19;13.76;19.81;18.19;13;0101 A2_2_13
80;19.26;19.26;14.97;21.06;19.26;14;0101 A2_2_14
81;15;15;15.07;21.16;19.34;15;0101 A2_2_15
82;14.5;14.5;14.77;20.86;19.09;16;0101 A2_2_16
83;15.74;15.74;11.05;16.87;15.74;17;0101 A2_2_17
84;15.53;15.53;10.82;16.62;15.53;18;0101 A2_2_18
85;14;14;15.21;21.31;19.47;19;0101 A2_2_19
86;15.53;15.53;10.82;16.62;15.53;20;0101 A2_2_20
87;16.52;16.52;11.89;17.81;16.52;21;0101 A2_2_21
88;16.62;16.62;12;17.93;16.62;22;0101 A2_2_22
89;13;13;16.6;22.68;20.67;23;0101 A2_2_23
90;14.5;14.5;17.11;23.17;21.1;24;0101 A2_2_24
91;16.21;16.21;11.55;17.44;16.21;25;0101 A2_2_25
92;19.09;19.09;14.77;20.86;19.09;26;0101 A2_2_26
93;13.5;13.5;9.59;15.21;14.36;27;0101 A2_2_27
94;18.19;18.19;13.76;19.81;18.19;28;0101 A2_2_28
95;18.47;18.47;14.06;20.13;18.47;29;0101 A2_2_29
96;11.5;11.5;6.48;11.43;11.22;30;0101 A2_2_30
97;16.91;16.91;12.33;18.28;16.91;31;0101 A2_2_31
98;15;15;12.22;18.17;16.82;32;0101 A2_2_32
99;15.04;15.04;10.3;16.03;15.04;33;0101 A2_2_33
100;14.87;14.87;10.12;15.82;14.87;34;0101 A2_2_34
101;16.96;16.96;12.38;18.34;16.96;36;0101 A2_2_36
102;17.16;17.16;12.6;18.58;17.16;37;0101 A2_2_37
103;12;12;8.11;13.45;12.91;38;0101 A2_2_38
104;16.62;16.62;12;17.93;16.62;39;0101 A2_2_39
105;18.24;18.24;13.81;19.86;18.24;40;0101 A2_2_40
106;20.67;20.67;16.6;22.68;20.67;41;0101 A2_2_41
107;20.59;20.59;16.51;22.59;20.59;42;0101 A2_2_42
108;20.79;20.79;16.74;22.82;20.79;43;0101 A2_2_43
109;8.5;8.5;8.11;13.45;12.91;44;0101 A2_2_44
110;18.91;18.91;14.57;20.65;18.91;45;0101 A2_2_45
111;16.82;16.82;12.22;18.17;16.82;46;0101 A2_2_46
112;17.59;17.59;13.08;19.09;17.59;47;0101 A2_2_47
113;15.74;15.74;11.05;16.87;15.74;48;0101 A2_2_48
114;14;14;9.22;14.78;14.01;49;0101 A2_2_49
115;15.53;15.53;10.82;16.62;15.53;50;0101 A2_2_50
116;14;14;11.33;17.19;16;51;0101 A2_2_51
117;14.5;14.5;10.82;16.62;15.53;52;0101 A2_2_52
118;13.83;13.83;9.04;14.57;13.83;53;0101 A2_2_53
119;17.26;17.26;12.7;18.69;17.26;54;0101 A2_2_54
120;15;15;11.39;17.25;16.06;55;0101 A2_2_55
121;18.01;18.01;13.55;19.59;18.01;56;0101 A2_2_56
122;17.68;17.68;13.18;19.2;17.68;57;0101 A2_2_57
123;17.73;17.73;13.23;19.26;17.73;58;0101 A2_2_58
124;15.9;15.9;11.22;17.06;15.9;59;0101 A2_2_59
125;15;15;16.51;22.59;20.59;60;0101 A2_2_60
126;15.79;15.79;11.1;16.94;15.79;61;0101 A2_2_61
127;19.26;19.26;14.97;21.06;19.26;62;0101 A2_2_62
128;15;15;15.16;21.26;19.43;63;0101 A2_2_63
129;17.87;17.87;13.39;19.43;17.87;64;0101 A2_2_64
130;16;16;18.19;24.19;22.01;65;0101 A2_2_65
131;16.16;16.16;11.5;17.38;16.16;66;0101 A2_2_66
132;16.72;16.72;12.11;18.05;16.72;67;0101 A2_2_67
133;15.26;15.26;10.53;16.29;15.26;68;0101 A2_2_68
134;17.64;17.64;13.13;19.15;17.64;69;0101 A2_2_69
135;16;16;14.87;20.96;19.17;70;0101 A2_2_70
136;16.75;16.75;15.31;21.41;19.56;71;0101 A2_2_71
137;14.65;14.65;9.88;15.55;14.65;72;0101 A2_2_72
138;16;16;11.33;17.19;15.72;27;0102 A2_1_27
139;14;14;13.02;19.03;17.59;1;0103 A2_1_1
140;NA;13.5;13.5;19.54;18.01;2;0103 A2_1_2
141;NA;12.49;12.49;18.46;17.1;3;0103 A2_1_3
142;13;13;18.89;24.84;22.65;4;0103 A2_1_4
143;NA;16.83;16.83;22.91;20.92;9;0103 A2_1_9
144;NA;15.6;15.6;21.7;19.86;10;0103 A2_1_10
145;NA;13.76;13.76;19.81;18.24;11;0103 A2_1_11
146;NA;15.6;15.6;21.7;19.86;12;0103 A2_1_12
147;NA;15.75;15.75;21.84;19.98;13;0103 A2_1_13
148;NA;15.99;15.99;22.08;20.19;14;0103 A2_1_14
149;NA;15.36;15.36;21.45;19.65;15;0103 A2_1_15
150;15.5;15.5;18.45;24.44;22.29;16;0103 A2_1_16
151;NA;14.97;14.97;21.06;19.31;17;0103 A2_1_17
152;11;11;9.04;14.57;13.87;18;0103 A2_1_18
153;14.5;14.5;16.83;22.91;20.92;19;0103 A2_1_19
154;NA;12.81;12.81;18.81;17.4;20;0103 A2_1_20
155;NA;15.51;15.51;21.6;19.78;21;0103 A2_1_21
156;NA;12.81;12.81;18.81;17.4;22;0103 A2_1_22
157;NA;13.7;13.7;19.75;18.19;23;0103 A2_1_23
158;NA;12.27;12.27;18.22;16.91;31;0103 A2_1_31
159;NA;16.79;16.79;22.86;20.88;32;0103 A2_1_32
160;NA;15.8;15.8;21.89;20.03;33;0103 A2_1_33
161;12;12;16.88;22.95;20.96;34;0103 A2_1_34
162;NA;15.75;15.75;21.84;19.98;35;0103 A2_1_35
163;NA;13.65;13.65;19.7;18.15;36;0103 A2_1_36
164;NA;16.55;16.55;22.64;20.68;37;0103 A2_1_37
165;NA;12.81;12.81;18.81;17.4;38;0103 A2_1_38
166;12;12;13.39;19.43;17.92;39;0103 A2_1_39
167;NA;13.96;13.96;20.02;18.42;40;0103 A2_1_40
168;NA;16.18;16.18;22.27;20.36;41;0103 A2_1_41
169;NA;14.42;14.42;20.5;18.83;44;0103 A2_1_44
170;NA;13.02;13.02;19.03;17.59;56;0103 A2_1_56
171;NA;15.8;15.8;21.89;20.03;57;0103 A2_1_57
172;14;14;18.1;24.11;21.99;58;0103 A2_1_58
173;14.25;14.25;12.16;18.11;16.81;59;0103 A2_1_59
174;NA;18.01;18.01;24.03;21.92;60;0103 A2_1_60
175;NA;15.99;15.99;22.08;20.19;61;0103 A2_1_61
176;13.5;13.5;13.55;19.59;18.06;62;0103 A2_1_62
177;NA;14.92;14.92;21.01;19.26;63;0103 A2_1_63
178;NA;14.92;14.92;21.01;19.26;64;0103 A2_1_64
179;17;17;17.2;23.26;21.23;65;0103 A2_1_65
180;11;11;13.91;19.97;18.54;1;0104 A2_1_1
181;NA;12.54;12.54;18.52;17.3;2;0104 A2_1_2
182;11.5;11.5;10.76;16.55;15.65;3;0104 A2_1_3
183;NA;12.38;12.38;18.34;17.15;4;0104 A2_1_4
184;NA;12.22;12.22;18.17;17;6;0104 A2_1_6
185;11;11;15.07;21.16;19.56;7;0104 A2_1_7
186;NA;10.88;10.88;16.68;15.76;8;0104 A2_1_8
187;11.5;11.5;15.55;21.65;19.99;9;0104 A2_1_9
188;9.5;9.5;9.28;14.85;14.23;10;0104 A2_1_10
189;NA;11.27;11.27;17.13;16.13;11;0104 A2_1_11
190;12;12;10.3;16.03;15.21;12;0104 A2_1_12
191;NA;13.81;13.81;19.86;18.44;13;0104 A2_1_13
192;NA;12.65;12.65;18.63;17.4;14;0104 A2_1_14
193;NA;12.33;12.33;18.28;17.1;15;0104 A2_1_15
194;NA;11.55;11.55;17.44;16.39;16;0104 A2_1_16
195;NA;12.33;12.33;18.28;17.1;17;0104 A2_1_17
196;NA;14.17;14.17;20.23;18.76;18;0104 A2_1_18
197;NA;12.49;12.49;18.46;17.25;19;0104 A2_1_19
198;NA;11.67;11.67;17.56;16.5;20;0104 A2_1_20
199;NA;13.18;13.18;19.2;17.88;21;0104 A2_1_21
200;NA;13.7;13.7;19.75;18.35;22;0104 A2_1_22
201;NA;12.43;12.43;18.4;17.2;23;0104 A2_1_23
202;12;12;14.11;20.18;18.72;24;0104 A2_1_24
203;NA;12.97;12.97;18.98;17.69;25;0104 A2_1_25
204;12;12;11.22;17.06;16.08;26;0104 A2_1_26
205;NA;14.82;14.82;20.91;19.34;27;0104 A2_1_27
206;NA;11.5;11.5;17.38;16.34;28;0104 A2_1_28
207;NA;14.47;14.47;20.55;19.03;29;0104 A2_1_29
208;11;11;12.86;18.86;17.59;31;0104 A2_1_31
209;7.5;7.5;6.74;11.77;11.64;32;0104 A2_1_32
210;11.5;11.5;12.86;18.86;17.59;33;0104 A2_1_33
211;NA;13.18;13.18;19.2;17.88;34;0104 A2_1_34
212;NA;11.78;11.78;17.68;16.6;35;0104 A2_1_35
213;NA;4.53;4.53;8.88;9.14;36;0104 A2_1_36
214;NA;11.16;11.16;17;16.02;37;0104 A2_1_37
215;11.5;11.5;14.57;20.65;19.12;38;0104 A2_1_38
216;NA;12.97;12.97;18.98;17.69;39;0104 A2_1_39
217;NA;11.44;11.44;17.31;16.29;40;0104 A2_1_40
218;NA;11.94;11.94;17.87;16.75;41;0104 A2_1_41
219;NA;12.38;12.38;18.34;17.15;42;0104 A2_1_42
220;11;11;12.16;18.11;16.95;43;0104 A2_1_43
221;NA;12.49;12.49;18.46;17.25;44;0104 A2_1_44
222;11;11;12.49;18.46;17.25;45;0104 A2_1_45
223;11.5;11.5;12.97;18.98;17.69;46;0104 A2_1_46
224;11.5;11.5;14.32;20.39;18.9;47;0104 A2_1_47
225;NA;11.33;11.33;17.19;16.18;48;0104 A2_1_48
226;NA;11.1;11.1;16.94;15.97;51;0104 A2_1_51
227;11;11;14.97;21.06;19.47;52;0104 A2_1_52
228;NA;11.67;11.67;17.56;16.5;53;0104 A2_1_53
229;11.5;11.5;14.17;20.23;18.76;54;0104 A2_1_54
230;NA;11.89;11.89;17.81;16.7;55;0104 A2_1_55
231;NA;10.53;10.53;16.29;15.43;56;0104 A2_1_56
232;NA;12.43;12.43;18.4;17.2;57;0104 A2_1_57
233;NA;10.53;10.53;16.29;15.43;58;0104 A2_1_58
234;NA;10.7;10.7;16.49;15.59;59;0104 A2_1_59
235;NA;14.92;14.92;21.01;19.43;60;0104 A2_1_60
236;NA;10.36;10.36;16.09;15.26;61;0104 A2_1_61
237;NA;12.54;12.54;18.52;17.3;62;0104 A2_1_62
238;11;11;15.02;21.11;19.52;63;0104 A2_1_63
239;10;10;12.27;18.22;17;1;0105 A2_1_1
240;NA;12.49;12.49;18.46;17.2;2;0105 A2_1_2
241;NA;14.82;14.82;20.91;19.29;3;0105 A2_1_3
242;NA;9.94;9.94;15.62;14.82;4;0105 A2_1_4
243;NA;11.1;11.1;16.94;15.92;5;0105 A2_1_5
244;NA;13.34;13.34;19.37;17.97;6;0105 A2_1_6
245;NA;12.11;12.11;18.05;16.85;7;0105 A2_1_7
246;NA;10.24;10.24;15.96;15.11;8;0105 A2_1_8
247;NA;15.07;15.07;21.16;19.5;9;0105 A2_1_9
248;NA;12.65;12.65;18.63;17.35;10;0105 A2_1_10
249;11.25;11.25;14.22;20.29;18.75;12;0105 A2_1_12
250;NA;11.83;11.83;17.74;16.6;13;0105 A2_1_13
251;NA;13.76;13.76;19.81;18.34;14;0105 A2_1_14
252;NA;10.36;10.36;16.09;15.22;15;0105 A2_1_15
253;12;12;15.16;21.26;19.59;16;0105 A2_1_16
254;NA;11.78;11.78;17.68;16.55;17;0105 A2_1_17
255;NA;11.61;11.61;17.5;16.39;18;0105 A2_1_18
256;NA;8.67;8.67;14.13;13.58;19;0105 A2_1_19
257;12.5;12.5;14.17;20.23;18.71;20;0105 A2_1_20
258;NA;12.65;12.65;18.63;17.35;21;0105 A2_1_21
259;NA;13.08;13.08;19.09;17.73;22;0105 A2_1_22
260;NA;14.17;14.17;20.23;18.71;23;0105 A2_1_23
261;NA;13.55;13.55;19.59;18.16;24;0105 A2_1_24
262;NA;16.03;16.03;22.13;20.35;26;0105 A2_1_26
263;NA;7.14;7.14;12.27;12.02;27;0105 A2_1_27
264;NA;13.18;13.18;19.2;17.83;28;0105 A2_1_28
265;NA;12.86;12.86;18.86;17.54;30;0105 A2_1_30
266;NA;7.79;7.79;13.07;12.69;31;0105 A2_1_31
267;NA;14.52;14.52;20.6;19.02;32;0105 A2_1_32
268;NA;13.55;13.55;19.59;18.16;33;0105 A2_1_33
269;11.5;11.5;14.92;21.01;19.37;34;0105 A2_1_34
270;NA;11.72;11.72;17.62;16.5;35;0105 A2_1_35
271;11;11;10.93;16.75;15.76;37;0105 A2_1_37
272;NA;11.5;11.5;17.38;16.29;38;0105 A2_1_38
273;NA;11.39;11.39;17.25;16.19;39;0105 A2_1_39
274;NA;13.39;13.39;19.43;18.02;40;0105 A2_1_40
275;12;12;16.79;22.86;21;41;0105 A2_1_41
276;NA;7.66;7.66;12.91;12.56;42;0105 A2_1_42
277;NA;12.81;12.81;18.81;17.49;43;0105 A2_1_43
278;NA;11.78;11.78;17.68;16.55;44;0105 A2_1_44
279;NA;12.11;12.11;18.05;16.85;45;0105 A2_1_45
280;NA;11.1;11.1;16.94;15.92;46;0105 A2_1_46
281;NA;12.49;12.49;18.46;17.2;47;0105 A2_1_47
282;NA;12.81;12.81;18.81;17.49;48;0105 A2_1_48
283;12;12;13.55;19.59;18.16;49;0105 A2_1_49
284;11;11;15.51;21.6;19.89;50;0105 A2_1_50
285;12.5;12.5;9.04;14.57;13.95;51;0105 A2_1_51
286;NA;12.65;12.65;18.63;17.35;52;0105 A2_1_52
287;NA;13.39;13.39;19.43;18.02;53;0105 A2_1_53
288;NA;10.06;10.06;15.76;14.94;54;0105 A2_1_54
289;11.25;11.25;9.71;15.35;14.59;56;0105 A2_1_56
290;10.5;10.5;15.07;21.16;19.5;57;0105 A2_1_57
291;NA;13.5;13.5;19.54;18.11;60;0105 A2_1_60
292;NA;12.49;12.49;18.46;17.2;61;0105 A2_1_61
293;11.5;11.5;12.76;18.75;17.45;62;0105 A2_1_62
294;11.5;11.5;15.51;21.6;19.89;63;0105 A2_1_63
295;NA;5.66;5.66;10.38;10.44;1;0202 A3_201SJQ_1
296;4.5;4.5;4.32;8.59;8.87;3;0202 A3_201SJQ_3
297;NA;3.52;3.52;7.46;7.86;4;0202 A3_201SJQ_4
298;NA;3.88;3.88;7.98;8.33;5;0202 A3_201SJQ_5
299;NA;6.14;6.14;11;10.97;6;0202 A3_201SJQ_6
300;NA;5.66;5.66;10.38;10.44;9;0202 A3_201SJQ_9
301;4.75;4.75;7.34;12.51;12.25;10;0202 A3_201SJQ_10
302;NA;5.24;5.24;9.84;9.96;11;0202 A3_201SJQ_11
303;NA;5.73;5.73;10.47;10.52;12;0202 A3_201SJQ_12
304;NA;5.31;5.31;9.93;10.04;13.1;0202 A3_201SJQ_13.1
305;NA;4.32;4.32;8.59;8.87;13.2;0202 A3_201SJQ_13.2
306;NA;3.3;3.3;7.14;7.57;14.1;0202 A3_201SJQ_14.1
307;5.25;5.25;4.82;9.27;9.47;15;0202 A3_201SJQ_15
308;NA;5.59;5.59;10.29;10.36;17;0202 A3_201SJQ_17
309;4.75;4.75;5.8;10.56;10.59;18;0202 A3_201SJQ_18
310;NA;5.59;5.59;10.29;10.36;19;0202 A3_201SJQ_19
311;4;4;6.41;11.35;11.26;20;0202 A3_201SJQ_20
312;5.75;5.75;5.93;10.74;10.74;21;0202 A3_201SJQ_21
313;NA;4.18;4.18;8.39;8.7;22;0202 A3_201SJQ_22
314;NA;5.66;5.66;10.38;10.44;23;0202 A3_201SJQ_23
315;NA;4.46;4.46;8.79;9.05;24;0202 A3_201SJQ_24
316;NA;5.93;5.93;10.74;10.74;25;0202 A3_201SJQ_25
317;NA;5.73;5.73;10.47;10.52;26;0202 A3_201SJQ_26
318;NA;5.1;5.1;9.65;9.8;29;0202 A3_201SJQ_29
319;4.5;4.5;5.1;9.65;9.8;30;0202 A3_201SJQ_30
320;NA;3.88;3.88;7.98;8.33;31;0202 A3_201SJQ_31
321;NA;4.39;4.39;8.69;8.96;32;0202 A3_201SJQ_32
322;NA;5.17;5.17;9.74;9.88;34;0202 A3_201SJQ_34
323;4;4;5.45;10.11;10.2;35;0202 A3_201SJQ_35
324;NA;4.03;4.03;8.19;8.52;36;0202 A3_201SJQ_36
325;4.75;4.75;6.61;11.6;11.48;37;0202 A3_201SJQ_37
326;NA;4.96;4.96;9.46;9.64;38;0202 A3_201SJQ_38
327;NA;5.66;5.66;10.38;10.44;39.1;0202 A3_201SJQ_39.1
328;NA;3.52;3.52;7.46;7.86;39.2;0202 A3_201SJQ_39.2
329;NA;5.38;5.38;10.02;10.12;40;0202 A3_201SJQ_40
330;NA;3.88;3.88;7.98;8.33;41;0202 A3_201SJQ_41
331;4.5;4.5;6;10.83;10.82;42;0202 A3_201SJQ_42
332;4;4;4.1;8.29;8.61;43;0202 A3_201SJQ_43
333;NA;4.03;4.03;8.19;8.52;46;0202 A3_201SJQ_46
334;NA;4.03;4.03;8.19;8.52;47;0202 A3_201SJQ_47
335;4.25;4.25;4.32;8.59;8.87;48;0202 A3_201SJQ_48
336;3.5;3.5;3.67;7.67;8.05;49;0202 A3_201SJQ_49
337;4.25;4.25;5.45;10.11;10.2;50;0202 A3_201SJQ_50
338;NA;6.34;6.34;11.26;11.19;51;0202 A3_201SJQ_51
339;NA;6.27;6.27;11.18;11.12;52;0202 A3_201SJQ_52
340;NA;6.14;6.14;11;10.97;53;0202 A3_201SJQ_53
341;NA;4.89;4.89;9.37;9.56;54;0202 A3_201SJQ_54
342;4.25;4.25;5.45;10.11;10.2;55;0202 A3_201SJQ_55
343;NA;6.14;6.14;11;10.97;56;0202 A3_201SJQ_56
344;4;4;4.32;8.59;8.87;57;0202 A3_201SJQ_57
345;5;5;4.96;9.46;9.64;58;0202 A3_201SJQ_58
346;NA;5.66;5.66;10.38;10.44;59;0202 A3_201SJQ_59
347;NA;5.87;5.87;10.65;10.67;60;0202 A3_201SJQ_60
348;NA;3.52;3.52;7.46;7.86;61;0202 A3_201SJQ_61
349;NA;4.75;4.75;9.17;9.39;62;0202 A3_201SJQ_62
350;NA;4.39;4.39;8.69;8.96;63;0202 A3_201SJQ_63
351;NA;5.66;5.66;10.38;10.44;64;0202 A3_201SJQ_64
352;NA;4.03;4.03;8.19;8.52;65;0202 A3_201SJQ_65
353;NA;6.94;6.94;12.02;11.83;66;0202 A3_201SJQ_66
354;NA;3.59;3.59;7.56;7.96;68;0202 A3_201SJQ_68
355;NA;6.27;6.27;11.18;11.12;69;0202 A3_201SJQ_69
356;NA;4.75;4.75;9.17;9.39;70;0202 A3_201SJQ_70
357;NA;6;6;10.83;10.82;71;0202 A3_201SJQ_71
358;NA;3.3;3.3;7.14;7.62;3;0204 A3_173SJQ_3
359;4;4;3.88;7.98;8.39;7;0204 A3_173SJQ_7
360;3.3;3.3;3.3;7.14;7.62;9;0204 A3_173SJQ_9
361;NA;3.96;3.96;8.08;8.48;12;0204 A3_173SJQ_12
362;3.5;3.5;4.03;8.19;8.57;13;0204 A3_173SJQ_13
363;3.75;3.75;4.1;8.29;8.66;17;0204 A3_173SJQ_17
364;3.2;3.2;3.67;7.67;8.1;18;0204 A3_173SJQ_18
365;3.5;3.5;3.59;7.56;8.01;22;0204 A3_173SJQ_22
366;4.1;4.1;4.03;8.19;8.57;23;0204 A3_173SJQ_23
367;4;4;3.45;7.35;7.82;24;0204 A3_173SJQ_24
368;2.5;2.5;3.52;7.46;7.91;25;0204 A3_173SJQ_25
369;NA;3.81;3.81;7.88;8.29;26;0204 A3_173SJQ_26
370;NA;3.3;3.3;7.14;7.62;31;0204 A3_173SJQ_31
371;NA;3.3;3.3;7.14;7.62;32;0204 A3_173SJQ_32
372;3.6;3.6;4.03;8.19;8.57;36;0204 A3_173SJQ_36
373;4;4;5.24;9.84;10.03;37;0204 A3_173SJQ_37
374;NA;3.52;3.52;7.46;7.91;41;0204 A3_173SJQ_41
375;NA;3.59;3.59;7.56;8.01;42;0204 A3_173SJQ_42
376;NA;3.37;3.37;7.25;7.72;43;0204 A3_173SJQ_43
377;NA;3.52;3.52;7.46;7.91;44;0204 A3_173SJQ_44
378;NA;4.96;4.96;9.46;9.7;51;0204 A3_173SJQ_51
379;NA;3.74;3.74;7.77;8.2;52;0204 A3_173SJQ_52
380;NA;3.3;3.3;7.14;7.62;54;0204 A3_173SJQ_54
381;NA;4.03;4.03;8.19;8.57;56;0204 A3_173SJQ_56
382;NA;5.03;5.03;9.56;9.78;57;0204 A3_173SJQ_57
383;NA;4.68;4.68;9.08;9.36;60;0204 A3_173SJQ_60
384;NA;3.67;3.67;7.67;8.1;61;0204 A3_173SJQ_61
385;3.8;3.8;4.03;8.19;8.57;62;0204 A3_173SJQ_62
386;NA;3.74;3.74;7.77;8.2;64;0204 A3_173SJQ_64
387;NA;3.59;3.59;7.56;8.01;65;0204 A3_173SJQ_65
388;NA;3.67;3.67;7.67;8.1;66;0204 A3_173SJQ_66
389;NA;3.3;3.3;7.14;7.62;67;0204 A3_173SJQ_67
390;NA;3.88;3.88;7.98;8.39;70;0204 A3_173SJQ_70
391;NA;3.3;3.3;7.14;7.62;74;0204 A3_173SJQ_74
392;NA;10.53;10.53;16.29;16.31;1;0211 A2_1_1
393;NA;8.73;8.73;14.2;14.47;2;0211 A2_1_2
394;NA;12.16;12.16;18.11;17.92;3;0211 A2_1_3
395;NA;10.24;10.24;15.96;16.02;5;0211 A2_1_5
396;9.5;9.5;13.81;19.86;19.5;6;0211 A2_1_6
397;7.5;7.5;8.92;14.42;14.66;7;0211 A2_1_7
398;NA;11.94;11.94;17.87;17.71;9;0211 A2_1_9
399;NA;11.27;11.27;17.13;17.05;10;0211 A2_1_10
400;NA;11.16;11.16;17;16.94;12;0211 A2_1_12
401;NA;11.94;11.94;17.87;17.71;13;0211 A2_1_13
402;NA;9.16;9.16;14.71;14.92;14;0211 A2_1_14
403;NA;9.47;9.47;15.07;15.23;16;0211 A2_1_16
404;NA;8.67;8.67;14.13;14.4;17.1;0211 A2_1_17.1
405;NA;6.14;6.14;11;11.61;17.2;0211 A2_1_17.2
406;NA;6.07;6.07;10.92;11.53;17.3;0211 A2_1_17.3
407;NA;12.92;12.92;18.92;18.65;18;0211 A2_1_18
408;NA;9.88;9.88;15.55;15.66;19;0211 A2_1_19
409;8.5;8.5;12;17.93;17.76;20;0211 A2_1_20
410;NA;11.22;11.22;17.06;17;21;0211 A2_1_21
411;NA;12.16;12.16;18.11;17.92;22;0211 A2_1_22
