"","predio","rodal.x","genero","especie.x","plot","codigo_formula","placa_id","dap_2022","pmd_cm","hip_height_m","est_arbol","dan","agt","int","codigo","rodal.y","especie.y","est_edad","est_altitud","parcela","fecha","individuo","dap_2017","pmd","altura_total_formula","altura_10","altura_7_5","altura_5","altura_15","altura_3_75","altura_directa","altura_estimada","dist_altura","h1","h2","observaciones","codi_formula"
"1","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_1","1","24.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_1","0101 A2","patula","Medio","Bajo",1,2017-03-08,"1",17,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_1_1"
"2","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_2","2","16","130","NA",1,"Torcido, arqueado","Viento","Leve","0101A2_1_2","0101 A2","patula","Medio","Bajo",1,2017-03-08,"2",11.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_2"
"3","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_3","3","26","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_3","0101 A2","patula","Medio","Bajo",1,2017-03-08,"3",16.8,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,1,17,NA,"0101A2_1_3"
"4","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_4","4","22.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_4","0101 A2","patula","Medio","Bajo",1,2017-03-08,"4",17.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_4"
"5","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_5","5","23.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_5","0101 A2","patula","Medio","Bajo",1,2017-03-08,"5",16.7,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,1,16,NA,"0101A2_1_5"
"6","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_6","6","15","130","14.25",1,"Sin daño","Sin daño","Sin daño","0101A2_1_6","0101 A2","patula","Medio","Bajo",1,2017-03-08,"6",13.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_6"
"7","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_7","7","13","130","13.75",1,"Sin daño","Sin daño","Sin daño","0101A2_1_7","0101 A2","patula","Medio","Bajo",1,2017-03-08,"7",10.3,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,1,16,NA,"0101A2_1_7"
"8","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_8","8","28.5","130","16",1,"Sin daño","Sin daño","Sin daño","0101A2_1_8","0101 A2","patula","Medio","Bajo",1,2017-03-08,"8",20.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_8"
"9","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_9","9","19.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_9","0101 A2","patula","Medio","Bajo",1,2017-03-08,"9",13.6,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,1,16,NA,"0101A2_1_9"
"10","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_10","10","19.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_10","0101 A2","patula","Medio","Bajo",1,2017-03-08,"10",14.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_10"
"11","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_11","11","24.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_11","0101 A2","patula","Medio","Bajo",1,2017-03-08,"11",17,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,5,13,NA,"0101A2_1_11"
"12","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_12","12","29.8","130","17.75",1,"Sin daño","Sin daño","Sin daño","0101A2_1_12","0101 A2","patula","Medio","Bajo",1,2017-03-08,"12",21.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_12"
"13","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_13","13","16.5","130","NA",1,"Torcido, arqueado","Viento","Medio","0101A2_1_13","0101 A2","patula","Medio","Bajo",1,2017-03-08,"13",14,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,6,13,NA,"0101A2_1_13"
"14","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_14","14","19","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_14","0101 A2","patula","Medio","Bajo",1,2017-03-08,"14",14.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_14"
"15","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_15","15","19.600000000000001","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_15","0101 A2","patula","Medio","Bajo",1,2017-03-08,"15",14.8,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,6,13,NA,"0101A2_1_15"
"16","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_16","16","22.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_16","0101 A2","patula","Medio","Bajo",1,2017-03-08,"16",17.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_16"
"17","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_17","17","24.9","130","16.5",1,"Sin daño","Sin daño","Sin daño","0101A2_1_17","0101 A2","patula","Medio","Bajo",1,2017-03-08,"17",18.5,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,7,14,NA,"0101A2_1_17"
"18","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_18","18","22","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_18","0101 A2","patula","Medio","Bajo",1,2017-03-08,"18",14.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_18"
"19","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_19","19","23.3","130","16.25",1,"Sin daño","Sin daño","Sin daño","0101A2_1_19","0101 A2","patula","Medio","Bajo",1,2017-03-08,"19",16.6,1.3,"12.25",12.25,0,FALSE,FALSE,FALSE,0,NA,10,7.5,17,NA,"0101A2_1_19"
"20","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_20","20","20.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_20","0101 A2","patula","Medio","Bajo",1,2017-03-08,"20",15.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_20"
"21","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_21","21","15.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_21","0101 A2","patula","Medio","Bajo",1,2017-03-08,"21",12.6,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,1,16,NA,"0101A2_1_21"
"22","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_22","22","8.9","130","93",1,"Sin daño","Sin daño","Sin daño","0101A2_1_22","0101 A2","patula","Medio","Bajo",1,2017-03-08,"22",7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_22"
"23","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_23","23","26.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_24","24","24","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_24","0101 A2","patula","Medio","Bajo",1,2017-03-08,"24",18,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_24"
"25","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_25","25","26.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_25","0101 A2","patula","Medio","Bajo",1,2017-03-08,"25",19,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,1,20,NA,"0101A2_1_25"
"26","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_26","26","21.5","130","16",1,"Torcido, arqueado","Viento","Leve","0101A2_1_26","0101 A2","patula","Medio","Bajo",1,2017-03-08,"26",16,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_26"
"27","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_27","27","26.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_27","0101 A2","patula","Medio","Bajo",1,2017-03-08,"27",19.5,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,1,20,NA,"0101A2_1_27"
"28","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_28","28","27.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_28","0101 A2","patula","Medio","Bajo",1,2017-03-08,"28",19.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_28"
"29","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_29","29","4.8","130","8.5",1,"Sin daño","Sin daño","Sin daño","0101A2_1_29","0101 A2","patula","Medio","Bajo",1,2017-03-08,"29",5.3,1.3,"6",6,0,FALSE,FALSE,FALSE,0,NA,10,-1,13,NA,"0101A2_1_29"
"30","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_30","30","19.899999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_30","0101 A2","patula","Medio","Bajo",1,2017-03-08,"30",18.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_30"
"31","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_31","31","23.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_31","0101 A2","patula","Medio","Bajo",1,2017-03-08,"31",16.3,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,0.5,19,NA,"0101A2_1_31"
"32","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_32","32","18.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_32","0101 A2","patula","Medio","Bajo",1,2017-03-08,"32",13.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_32"
"33","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_33","33","24.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_33","0101 A2","patula","Medio","Bajo",1,2017-03-08,"33",17.2,1.3,"10.25",10.25,0,FALSE,FALSE,FALSE,0,NA,10,0.5,20,NA,"0101A2_1_33"
"34","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_34","34","16.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_34","0101 A2","patula","Medio","Bajo",1,2017-03-08,"34",12.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_34"
"35","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_35","35","25.7","130","16",1,"Sin daño","Sin daño","Sin daño","0101A2_1_35","0101 A2","patula","Medio","Bajo",1,2017-03-08,"35",18.5,1.3,"10.75",10.75,0,FALSE,FALSE,FALSE,0,NA,10,0.5,21,NA,"0101A2_1_35"
"36","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_36","36","26.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_36","0101 A2","patula","Medio","Bajo",1,2017-03-08,"36",18.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_36"
"37","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_37","37","24.6","130","NA",1,"Quebrado o Apice faltante","Otros","Medio","0101A2_1_37","0101 A2","patula","Medio","Bajo",1,2017-03-08,"37",17.1,1.3,"9.25",9.25,0,FALSE,FALSE,FALSE,0,NA,10,0.5,18,NA,"0101A2_1_37"
"38","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_38","38","20.9","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_38","0101 A2","patula","Medio","Bajo",1,2017-03-08,"38",17,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_38"
"39","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_39","39","19.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_39","0101 A2","patula","Medio","Bajo",1,2017-03-08,"39",13.6,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"0101A2_1_39"
"40","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_40","40","18.399999999999999","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_40","0101 A2","patula","Medio","Bajo",1,2017-03-08,"40",13.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_40"
"41","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_41","41","23.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_41","0101 A2","patula","Medio","Bajo",1,2017-03-08,"41",17.6,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_1_41"
"42","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_42","42","16.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_42","0101 A2","patula","Medio","Bajo",1,2017-03-08,"42",11.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_42"
"43","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_43","43","19.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_43","0101 A2","patula","Medio","Bajo",1,2017-03-08,"43",16.2,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,1,19,NA,"0101A2_1_43"
"44","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_44","44","22.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_44","0101 A2","patula","Medio","Bajo",1,2017-03-08,"44",17.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_44"
"45","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_45","45","19.399999999999999","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_45","0101 A2","patula","Medio","Bajo",1,2017-03-08,"45",14.2,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_1_45"
"46","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_46","46","21.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_46","0101 A2","patula","Medio","Bajo",1,2017-03-08,"46",16,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_46"
"47","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_47","47","22.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_47","0101 A2","patula","Medio","Bajo",1,2017-03-08,"47",16.6,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,1,18,NA,"0101A2_1_47"
"48","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_48","48","22.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_48","0101 A2","patula","Medio","Bajo",1,2017-03-08,"48",19,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_48"
"49","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_49","49","19.8","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_49","0101 A2","patula","Medio","Bajo",1,2017-03-08,"49",14.5,1.3,"9.25",9.25,0,FALSE,FALSE,FALSE,0,NA,10,1.5,17,NA,"0101A2_1_49"
"50","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_50","50","18.3","140","16.5",1,"Sin daño","Sin daño","Sin daño","0101A2_1_50","0101 A2","patula","Medio","Bajo",1,2017-03-08,"50",13,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_50"
"51","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_51","51","31.3","140","16",1,"Sin daño","Sin daño","Sin daño","0101A2_1_51","0101 A2","patula","Medio","Bajo",1,2017-03-08,"51",23.1,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,2,18,NA,"0101A2_1_51"
"52","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_52","52","21.5","130","16",1,"Sin daño","Sin daño","Sin daño","0101A2_1_52","0101 A2","patula","Medio","Bajo",1,2017-03-08,"52",17,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_52"
"53","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_53","53","24.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_53","0101 A2","patula","Medio","Bajo",1,2017-03-08,"53",19,1.3,"9.25",9.25,0,FALSE,FALSE,FALSE,0,NA,10,0.5,18,NA,"0101A2_1_53"
"54","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_54","54","20","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_54","0101 A2","patula","Medio","Bajo",1,2017-03-08,"54",16,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_54"
"55","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_55","55","25.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_55","0101 A2","patula","Medio","Bajo",1,2017-03-08,"55",19.3,1.3,"10.25",10.25,0,FALSE,FALSE,FALSE,0,NA,10,0.5,20,NA,"0101A2_1_55"
"56","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_56","56","21.5","140","16.260000000000002",1,"Sin daño","Sin daño","Sin daño","0101A2_1_56","0101 A2","patula","Medio","Bajo",1,2017-03-08,"56",15,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_56"
"57","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_57","57","26.1","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_57","0101 A2","patula","Medio","Bajo",1,2017-03-08,"57",17.9,1.3,"10.75",10.75,0,FALSE,FALSE,FALSE,0,NA,10,0.5,21,NA,"0101A2_1_57"
"58","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_58","58","24.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_58","0101 A2","patula","Medio","Bajo",1,2017-03-08,"58",16.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_58"
"59","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_59","59","15.3","130","15.75",1,"Sin daño","Sin daño","Sin daño","0101A2_1_59","0101 A2","patula","Medio","Bajo",1,2017-03-08,"59",13,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,1,17,NA,"0101A2_1_59"
"60","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_60","60","25.4","130","NA",1,"Bifurcado o apice multiple","Otros","Medio","0101A2_1_60","0101 A2","patula","Medio","Bajo",1,2017-03-08,"60",20.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_60"
"61","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_61","61","23.1","130","15",1,"Sin daño","Sin daño","Sin daño","0101A2_1_61","0101 A2","patula","Medio","Bajo",1,2017-03-08,"61",17.4,1.3,"10.25",10.25,0,FALSE,FALSE,FALSE,0,NA,10,0.5,20,NA,"0101A2_1_61"
"62","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_62","62","25.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_62","0101 A2","patula","Medio","Bajo",1,2017-03-08,"62",15,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_62"
"63","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_63","63","19","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_63","0101 A2","patula","Medio","Bajo",1,2017-03-08,"63",12.5,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,1,17,NA,"0101A2_1_63"
"64","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_64","64","19.600000000000001","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_64","0101 A2","patula","Medio","Bajo",1,2017-03-08,"64",14.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_64"
"65","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_65","65","20.399999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_65","0101 A2","patula","Medio","Bajo",1,2017-03-08,"65",16.9,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_1_65"
"66","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_66","66","24.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_66","0101 A2","patula","Medio","Bajo",1,2017-03-08,"66",17.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_66"
"67","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_67","67","22.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_67","0101 A2","patula","Medio","Bajo",1,2017-03-08,"67",17.2,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,1,19,NA,"0101A2_1_67"
"68","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_68","68","15.4","130","13.25",1,"Sin daño","Sin daño","Sin daño","0101A2_1_68","0101 A2","patula","Medio","Bajo",1,2017-03-08,"68",11.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_68"
"69","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_69","69","23.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_69","0101 A2","patula","Medio","Bajo",1,2017-03-08,"69",15.9,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_1_69"
"70","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_70","70","20.399999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_70","0101 A2","patula","Medio","Bajo",1,2017-03-08,"70",16.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_1_70"
"71","SANTA ANA","0101A2","Pinus","patula","1","0101A2_1_71","71","19.399999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_1_71","0101 A2","patula","Medio","Bajo",1,2017-03-08,"71",14.5,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_1_71"
"72","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_1","1","23.1","130","15.25",1,"Sin daño","Sin daño","Sin daño","0101A2_2_1","0101 A2","patula","Medio","Bajo",2,2017-03-08,"1",16.1,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,-5,22,NA,"0101A2_2_1"
"73","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_2","2","32","140","NA",1,"Bifurcado o apice multiple","Manejo, agente mecanico","Intenso","0101A2_2_2","0101 A2","patula","Medio","Bajo",2,2017-03-08,"2",21.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_2"
"74","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_3","3","14","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_3","0101 A2","patula","Medio","Bajo",2,2017-03-08,"3",12.5,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,5,15,NA,"0101A2_2_3"
"75","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_4","4","24.1","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_4","0101 A2","patula","Medio","Bajo",2,2017-03-08,"4",17.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_4"
"76","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_5","5","21.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_5","0101 A2","patula","Medio","Bajo",2,2017-03-08,"5",16.5,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,5,16,NA,"0101A2_2_5"
"77","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_6","6","12.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_6","0101 A2","patula","Medio","Bajo",2,2017-03-08,"6",10.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_6"
"78","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_7","7","22.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_7","0101 A2","patula","Medio","Bajo",2,2017-03-08,"7",16.5,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,5,16,NA,"0101A2_2_7"
"79","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_8","8","24.1","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_8","0101 A2","patula","Medio","Bajo",2,2017-03-08,"8",17.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_8"
"80","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_9","9","17.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_9","0101 A2","patula","Medio","Bajo",2,2017-03-08,"9",14,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,4,15,NA,"0101A2_2_9"
"81","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_10","10","21.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_10","0101 A2","patula","Medio","Bajo",2,2017-03-08,"10",15.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_10"
"82","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_11","11","20.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_11","0101 A2","patula","Medio","Bajo",2,2017-03-08,"11",15.7,1.3,"10.75",10.75,0,FALSE,FALSE,FALSE,0,NA,10,3.5,18,NA,"0101A2_2_11"
"83","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_12","12","12.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_12","0101 A2","patula","Medio","Bajo",2,2017-03-08,"12",11.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_12"
