"","predio","rodal.x","genero","especie.x","plot","codigo_formula","placa_id","dap_2022","pmd_cm","hip_height_m","est_arbol","dan","agt","int","codigo","rodal.y","especie.y","est_edad","est_altitud","parcela","fecha","individuo","dap_2017","pmd","altura_total_formula","altura_10","altura_7_5","altura_5","altura_15","altura_3_75","altura_directa","altura_estimada","dist_altura","h1","h2","observaciones","codi_formula"
"13575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_13.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"13.1",13,1.3,"13",13,0,FALSE,FALSE,FALSE,0,NA,10,1,25,NA,"1600A1_1_13.1"
"13576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_13.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"13.2",8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_13.2"
"13577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_14","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"14",6.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_14"
"13578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_15","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"15",6.6,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,2,16,NA,"1600A1_1_15"
"13579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_16","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"16",16.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_16"
"13580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_17","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"17",8.7,1.3,"12.5",12.5,0,FALSE,FALSE,FALSE,0,NA,10,2,23,NA,"1600A1_1_17"
"13581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_18","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"18",7.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_18"
"13582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_19","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"19",8.6,1.3,"12",12,0,FALSE,FALSE,FALSE,0,NA,10,2,22,NA,"1600A1_1_19"
"13583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_20","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"20",8.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_20"
"13584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_21","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"21",17.4,1.3,"16.5",16.5,0,FALSE,FALSE,FALSE,0,NA,10,3,30,NA,"1600A1_1_21"
"13585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_22","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"22",11.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_22"
"13586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_23","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"23",8.2,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"1600A1_1_23"
"13587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_24","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"24",6.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_24"
"13588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_25","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"25",12.6,1.3,"14",14,0,FALSE,FALSE,FALSE,0,NA,10,2,26,NA,"1600A1_1_25"
"13589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_26","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"26",6.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_26"
"13590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_27","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"27",10.35,1.3,"13",13,0,FALSE,FALSE,FALSE,0,NA,10,2,24,NA,"1600A1_1_27"
"13591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_28","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"28",8.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_28"
"13592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_29","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"29",9.6,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"1600A1_1_29"
"13593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_30","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"30",12.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_30"
"13594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_31","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"31",14.1,1.3,"16",16,0,FALSE,FALSE,FALSE,0,NA,10,2,30,NA,"1600A1_1_31"
"13595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_32.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"32.1",13.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_32.1"
"13596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_32.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"32.200000000000003",7.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_32.2"
"13597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_33","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"33",8.5,1.3,"7.5",7.5,0,FALSE,FALSE,FALSE,0,NA,10,2,13,NA,"1600A1_1_33"
"13598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_34.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"34.1",19.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_34.1"
"13599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_34.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"34.200000000000003",8.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_34.2"
"13600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_35.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"35.1",6,1.3,"7",7,0,FALSE,FALSE,FALSE,0,NA,10,2,12,NA,"1600A1_1_35.1"
"13601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_35.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"35.200000000000003",5.7,1.3,"8",8,0,FALSE,FALSE,FALSE,0,NA,10,2,14,NA,"1600A1_1_35.2"
"13602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_36.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"36.1",6.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_36.1"
"13603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_36.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"36.200000000000003",5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_36.2"
"13604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_37.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"37.1",5.8,1.3,"8",8,0,FALSE,FALSE,FALSE,0,NA,10,2,14,NA,"1600A1_1_37.1"
"13605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_37.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"37.200000000000003",5.2,1.3,"7.5",7.5,0,FALSE,FALSE,FALSE,0,NA,10,2,13,NA,"1600A1_1_37.2"
"13606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_38","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"38",5.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_38"
"13607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_39","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"39",12.3,1.3,"14.5",14.5,0,FALSE,FALSE,FALSE,0,NA,10,2,27,NA,"1600A1_1_39"
"13608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_40.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"40.1",12.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_40.1"
"13609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_40.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"40.200000000000003",7.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_40.2"
"13610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_41","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"41",8.7,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,3,15,NA,"1600A1_1_41"
"13611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_42","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"42",6.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_42"
"13612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_43","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"43",8.8,1.3,"12",12,0,FALSE,FALSE,FALSE,0,NA,10,2,22,NA,"1600A1_1_43"
"13613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_44","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"44",18.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_44"
"13614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_45.1","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"45.1",8,1.3,"19",19,0,FALSE,FALSE,FALSE,0,NA,10,2,36,NA,"1600A1_1_45.1"
"13615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_45.2","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"45.2",6.8,1.3,"6.5",6.5,0,FALSE,FALSE,FALSE,0,NA,10,2,11,NA,"1600A1_1_45.2"
"13616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_46","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"46",8.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_1_46"
"13617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_1_47","1600 A1","globulus-rebrote","Adulto","Bajo",1,2017-04-20,"47",17.9,1.3,"15",15,0,FALSE,FALSE,FALSE,0,NA,10,2,28,NA,"1600A1_1_47"
"13618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"1",8,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,3,16,NA,"1600A1_2_1"
"13619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"2",6.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_2"
"13620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_3","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"3",8,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"1600A1_2_3"
"13621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_4.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"4.0999999999999996",5.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_4.1"
"13622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_4.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"4.2",6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_4.2"
"13623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_5","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"5",6.7,1.3,"12",12,0,FALSE,FALSE,FALSE,0,NA,10,2,22,NA,"1600A1_2_5"
"13624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_6","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"6",8.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_6"
"13625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_7","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"7",10,1.3,"12",12,0,FALSE,FALSE,FALSE,0,NA,10,1,23,NA,"1600A1_2_7"
"13626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_8","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"8",6.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_8"
"13627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_9","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"9",7.8,1.3,"8",8,0,FALSE,FALSE,FALSE,0,NA,10,1,15,NA,"1600A1_2_9"
"13628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_10","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"10",13.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_10"
"13629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_11","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"11",11.4,1.3,"12.5",12.5,0,FALSE,FALSE,FALSE,0,NA,10,1,24,NA,"1600A1_2_11"
"13630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_12","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"12",15.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_12"
"13631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_13","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"13",6.7,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,2,15,NA,"1600A1_2_13"
"13632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_14","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"14",8.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_14"
"13633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_15","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"15",6.6,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,1,18,NA,"1600A1_2_15"
"13634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_16.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"16.100000000000001",6.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_16.1"
"13635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_16.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"16.2",6.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_16.2"
"13636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_17","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"17",6.2,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,2,17,NA,"1600A1_2_17"
"13637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_18.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"18.100000000000001",12.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_18.1"
"13638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_18.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"18.2",6.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_18.2"
"13639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_19","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"19",13.7,1.3,"13",13,0,FALSE,FALSE,FALSE,0,NA,10,4,22,NA,"1600A1_2_19"
"13640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_20","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"20",23,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_20"
"13641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_21","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"21",6.7,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"1600A1_2_21"
"13642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_22.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"22.1",15.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_22.1"
"13643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_22.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"22.2",5.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_22.2"
"13644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_23","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"23",6.1,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,2,17,NA,"1600A1_2_23"
"13645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_24","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"24",6.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_24"
"13646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_25","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"25",5.6,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,2,16,NA,"1600A1_2_25"
"13647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_26","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"26",18,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_26"
"13648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_27","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"27",6.8,1.3,"11.5",11.5,0,FALSE,FALSE,FALSE,0,NA,10,2,21,NA,"1600A1_2_27"
"13649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_28.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"28.1",16.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_28.1"
"13650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_28.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"28.2",6.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_28.2"
"13651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_29.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"29.1",8.9,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"1600A1_2_29.1"
"13652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_29.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"29.2",6.1,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"1600A1_2_29.2"
"13653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_30","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"30",9.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_30"
"13654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_31","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"31",7.7,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,2,15,NA,"1600A1_2_31"
"13655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_32","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"32",13.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_32"
"13656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_33","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"33",7,1.3,"5",5,0,FALSE,FALSE,FALSE,0,NA,10,1,9,NA,"1600A1_2_33"
"13657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_34","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"34",7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_34"
"13658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_35","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"35",7.6,1.3,"8.5",8.5,0,FALSE,FALSE,FALSE,0,NA,10,2,15,NA,"1600A1_2_35"
"13659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_36.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"36.1",6.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_36.1"
"13660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_36.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"36.200000000000003",5.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_36.2"
"13661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_37","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"37",6,1.3,"7",7,0,FALSE,FALSE,FALSE,0,NA,10,1,13,NA,"1600A1_2_37"
"13662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_38.1","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"38.1",14.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_38.1"
"13663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600A1_2_38.2","1600 A1","globulus-rebrote","Adulto","Bajo",2,2017-04-20,"38.200000000000003",6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"1600A1_2_38.2"
